borough,dbn,neighborhood,borough_code,district,school_name,year,total_enrollment,female_rate,male_rate,asian_rate,black_rate,hispanic_rate,other_rate,white_rate,disabilities_rate,ell_rate,supported_rate,total_schooldays,presence_rate,absence_rate,release_rate,mean_score_math,mean_score_ela,diversity_index
Bronx,09X117,Mount Hope,X,9,I.S. 117 Joseph H. Wade,2007,921,50.4,49.6,1.2,23.7,73.8,0.8000000000000114,0.5,17.7,27.9,77.3,185.0,87.6,12.4,0.0,204.5,210.45,39.8954
Bronx,09X128,Morrisania,X,9,Mott Hall III,2007,280,51.8,48.2,0.7,41.8,57.5,0.0,0.0,4.6,3.9,78.4,185.0,93.53,6.47,0.0,251.25,241.45,49.46020000000001
Bronx,09X215,Claremont,X,9,Kappa,2007,293,56.3,43.7,6.1,45.7,47.1,0.3999999999999915,0.7,3.4,6.5,77.0,185.0,95.17,4.83,0.0,243.45,235.55,56.55239999999999
Bronx,09X218,West Concourse,X,9,P.S./I.S. 218 Rafael Hernandez Dual Language Magne,2007,927,53.5,46.5,3.1,13.9,81.9,0.19999999999998866,0.9,10.6,31.2,85.3,184.0,94.67,5.22,0.0,239.35,228.9,30.887199999999993
Bronx,09X219,Claremont,X,9,I.S. 219 New Venture School,2007,458,45.0,55.0,0.2,45.9,53.3,0.19999999999998866,0.4,19.9,17.7,91.5,185.0,87.58,12.42,0.0,201.85,209.75,50.5206
Bronx,09X229,Morris Heights,X,9,I.S. 229 Roland Patterson,2007,384,44.3,55.7,1.0,54.4,43.0,0.2999999999999972,1.3,21.1,14.8,87.1,185.0,87.66,11.81,0.26,206.05,207.25,51.8886
Bronx,09X231,Claremont-Bathgate,X,9,Eagle Academy for Young Men,2007,401,0.0,100.0,0.5,56.9,32.2,9.200000000000003,1.2,11.2,3.2,62.0,171.0,86.87,12.88,0.0,219.05789473684212,216.36578947368426,56.3922
Bronx,09X232,Morris Heights,X,9,I.S. 232,2007,511,45.4,54.6,1.0,34.2,63.0,1.0,0.8,20.7,27.6,83.8,185.0,88.29,11.71,0.0,200.45,206.25,48.587199999999996
Bronx,09X241,Claremont-Bathgate,X,9,Urban Assembly School for Applied Math and Science,2007,334,45.2,54.8,5.4,29.6,61.1,0.9000000000000057,3.0,12.9,5.7,92.5,184.0,89.32470588235294,10.218235294117644,0.31941176470588234,240.3,224.65,53.516600000000004
Bronx,09X303,Morris Heights,X,9,I.S. X303 Leadership & Community Service,2007,351,55.6,44.4,0.0,29.3,68.7,1.7000000000000028,0.3,16.0,13.4,91.4,184.0,91.35,8.36,0.0,228.8,217.75,44.188399999999994
Bronx,09X313,Claremont,X,9,I.S. 313 School of Leadership Development,2007,428,47.0,53.0,0.9,33.4,64.0,1.5,0.2,14.3,24.3,86.6,185.0,85.28,14.72,0.0,195.55,202.55,47.8534
Bronx,09X323,East Concourse-Concourse Village,X,9,Bronx Writing Academy,2007,501,50.9,49.1,0.8,39.9,58.7,0.3999999999999915,0.2,11.4,26.3,84.1,184.0,85.94,13.86,0.0,209.65,210.40000000000003,49.614599999999996
Bronx,09X324,E. Concourse-Concourse Village,X,9,Bronx Early College Academy for Teaching & Learnin,2007,154,50.6,49.4,3.2,28.6,66.9,0.7000000000000028,0.6,8.4,11.0,92.8,184.0,89.32470588235294,10.218235294117644,0.31941176470588234,234.8,225.0,46.9534
Bronx,09X327,West Concourse,X,9,Comprehensive Model School Project M.S. 327,2007,217,58.1,41.9,0.9,30.9,68.2,0.0,0.0,10.1,11.1,82.8,185.0,93.09,6.45,0.0,237.35,230.74999999999997,43.93139999999999
Bronx,09X328,East Concourse-Concourse Village,X,9,New Millennium Business Academy Middle School,2007,259,49.4,50.6,1.2,38.6,58.7,0.7000000000000028,0.8,17.4,22.8,67.4,185.0,87.69,11.92,0.0,187.85,207.15,50.61779999999998
Bronx,09X339,Claremont,X,9,I.S. 339,2007,894,49.4,50.6,1.1,29.9,67.9,0.7999999999999972,0.3,24.0,25.1,79.6,185.0,86.81,13.19,0.0,194.25,204.6,44.9364
Bronx,09X413,E. Concourse-Concourse Village,X,9,Bronx High School for Medical Science,2007,505,66.3,33.7,7.3,41.8,47.9,2.200000000000003,0.8,5.5,4.4,68.7,184.0,89.32470588235294,10.218235294117644,0.31941176470588234,238.85,215.35,58.995799999999996
Bronx,09X505,E. Concourse-Concourse Village,X,9,"Bronx School for Law, Government and Justice",2007,594,61.1,38.9,2.9,36.7,56.4,2.799999999999997,1.2,10.9,4.4,61.7,185.0,84.48,10.17,5.17,228.4,221.25,54.544599999999996
Bronx,10X003,East Tremont,X,10,P.S. 3 Raul Julia Micro Society,2007,471,48.8,51.2,1.7,34.4,60.5,2.300000000000012,1.1,25.1,11.5,69.1,185.0,89.4,10.4,0.0,230.95,223.35,51.470000000000006
Bronx,10X015,Kingsbridge Heights,X,10,P.S. X015 Institute for Environmental Learning,2007,576,55.6,44.4,2.3,15.1,81.8,0.30000000000001137,0.5,16.1,10.6,85.5,185.0,93.73,6.1,0.0,247.05,227.1,30.7512
Bronx,10X020,Norwood,X,10,"P.S./M.S. 20 P.O.George J. Werdann, III",2007,1194,51.1,48.9,10.1,12.4,68.9,1.7999999999999972,6.8,21.2,25.3,78.7,185.0,91.56,8.27,0.08,222.15,219.85,49.47539999999999
Bronx,10X037,Spuyten Duyvil-Kingsbridge,X,10,P.S. X037 - Multiple Intelligence School,2007,563,48.8,51.2,3.7,21.3,69.8,1.5,3.7,22.9,16.0,68.9,185.0,91.65,8.35,0.0,234.15,220.7,46.44640000000001
Bronx,10X045,Belmont,X,10,Thomas C. Giordano Middle School 45,2007,1065,49.4,50.6,2.2,14.6,77.6,0.6000000000000085,5.0,17.7,18.9,81.7,185.0,91.02,8.98,0.0,222.3,221.55,37.34880000000002
Bronx,10X080,Norwood,X,10,J.H.S. 080 The Mosholu Parkway,2007,669,42.0,58.0,9.4,16.0,69.2,1.2000000000000028,4.2,22.6,25.9,76.8,185.0,87.13,12.72,0.0,202.6,212.55,48.47919999999999
Bronx,10X095,Van Cortlandt Village,X,10,P.S. 095 Sheila Mencher,2007,1235,45.5,54.5,6.4,24.7,62.3,0.8999999999999915,5.7,16.1,21.3,69.3,185.0,91.54,8.46,0.0,236.45,223.95,54.3436
Bronx,10X118,East Tremont,X,10,J.H.S. 118 William W. Niles,2007,1160,54.1,45.9,8.0,26.6,62.7,0.4999999999999858,2.2,14.2,11.3,80.2,185.0,89.74,10.17,0.0,223.2,228.45,52.92060000000001
Bronx,10X141,Fieldston-Riverdale,X,10,Riverdale / Kingsbridge Academy (Middle School / H,2007,1232,50.3,49.7,10.2,13.2,46.9,1.0,28.7,12.6,7.6,38.1,185.0,91.12,7.25,1.55,231.6,240.25,66.97420000000001
Bronx,10X206,Kingsbridge Heights,X,10,I.S. 206 Ann Mersereau,2007,414,45.9,54.1,3.4,17.4,78.7,0.0,0.5,20.8,33.3,90.7,185.0,90.56,9.44,0.0,214.2,205.45,34.9174
Bronx,10X225,Mount Hope,X,10,Theatre Arts Production Company School,2007,459,64.5,35.5,2.2,24.0,68.8,1.2999999999999972,3.7,8.3,4.6,59.4,185.0,88.18,7.22,4.38,225.3,234.6,46.70340000000001
Bronx,10X228,Fordham South,X,10,Jonas Bronck Academy,2007,144,42.4,57.6,2.1,18.8,72.2,-1.4210854715202004e-14,6.9,20.1,9.7,60.3,185.0,95.07,4.93,0.0,212.5,228.3,43.81700000000001
Bronx,10X243,Belmont,X,10,West Bronx Academy for the Future,2007,554,44.2,55.8,3.1,35.2,60.1,1.0999999999999943,0.5,16.1,15.2,80.6,185.0,80.86,17.29,1.86,221.15,216.45,51.37879999999999
Bronx,10X244,Van Cortlandt Village,X,10,The New School for Leadership and Journalism,2007,720,37.1,62.9,4.6,17.9,76.0,0.09999999999999433,1.4,23.1,24.9,79.5,185.0,88.6,11.27,0.0,201.7,211.00000000000003,38.8046
Bronx,10X254,Belmont,X,10,I.S. 254,2007,459,46.2,53.8,4.1,20.5,73.6,0.7000000000000172,1.1,24.4,29.8,89.7,185.0,89.25,10.75,0.0,212.65,211.45,41.44280000000001
Bronx,10X279,Mount Hope,X,10,"P.S. 279 Captain Manuel Rivera, Jr.",2007,1026,45.8,54.2,6.4,18.7,73.4,1.0,0.5,20.6,31.0,80.3,185.0,91.46,8.44,0.0,233.4,213.1,42.20539999999999
Bronx,10X280,Norwood,X,10,P.S./M.S. 280 Mosholu Parkway,2007,786,51.0,49.0,7.5,15.8,65.0,0.0,11.7,14.0,15.6,71.4,185.0,92.58,7.42,0.0,253.55,237.85,53.322199999999995
Bronx,10X315,Fordham South,X,10,P.S. 315 Lab School,2007,242,50.8,49.2,1.7,20.2,76.0,0.8999999999999915,1.2,22.7,25.2,80.8,185.0,92.86,7.14,0.0,232.65,221.8,38.108200000000004
Bronx,10X331,Morris Heights,X,10,The Bronx School of Young Leaders,2007,500,43.6,56.4,1.2,32.0,66.2,0.19999999999998866,0.4,24.6,15.8,93.0,185.0,92.65,7.14,0.0,217.5,212.8,45.9192
Bronx,10X342,Van Cortlandt Village,X,10,International School for Liberal Arts,2007,386,45.9,54.1,0.0,0.0,99.7,0.0,0.3,2.8,79.3,86.1,184.0,82.49,12.47,4.77,190.0,171.45,0.5981999999999932
Bronx,10X368,Spuyten Duyvil-Kingsbridge,X,10,In-Tech Academy (M.S. / High School 368),2007,990,47.6,52.4,4.0,15.3,77.4,0.7000000000000028,2.6,14.5,12.3,75.3,185.0,88.3,7.56,4.04,218.1,218.3,37.519000000000005
Bronx,10X390,University Heights,X,10,M.S. 390,2007,522,52.3,47.7,1.3,19.9,78.4,0.19999999999998866,0.2,19.2,30.3,93.1,185.0,89.62,10.19,0.0,209.35,208.8,34.556599999999996
Bronx,10X391,Mount Hope,X,10,The Angelo Patri Middle School,2007,755,48.2,51.8,1.7,27.0,69.8,0.7000000000000028,0.8,21.9,23.7,81.5,185.0,87.4,12.47,0.0,198.6,208.05,43.94940000000002
Bronx,11X019,Woodlawn,X,11,P.S. 019 Judith K. Weiss,2007,495,46.3,53.7,4.0,10.7,20.8,2.299999999999997,62.2,16.6,3.8,34.5,185.0,93.31,6.69,0.0,258.79999999999995,241.9,55.627399999999994
Bronx,11X083,Morris Park,X,11,P.S. 083 Donald Hertz,2007,1626,49.4,50.6,11.8,13.8,47.6,2.0,24.8,14.0,9.8,63.3,185.0,91.58,8.35,0.0,241.7,224.6,67.85520000000001
Bronx,11X089,Allerton,X,11,P.S. 089 Bronx,2007,1316,47.8,52.2,10.3,27.9,43.5,2.5999999999999943,15.7,17.9,19.2,73.8,185.0,89.84,10.16,0.0,235.45,218.05,69.7
Bronx,11X127,Parkchester,X,11,J.H.S. 127 The Castle Hill,2007,645,45.3,54.7,13.6,40.0,44.0,0.5,1.9,18.8,8.7,78.6,185.0,91.44,8.41,0.0,218.5,214.25000000000003,62.7518
Bronx,11X144,Pelham Gardens,X,11,J.H.S. 144 Michelangelo,2007,1074,49.1,50.9,3.0,70.0,23.0,1.2000000000000028,2.8,19.2,4.9,68.7,185.0,88.49,11.51,0.0,212.15000000000003,212.35,45.5272
Bronx,11X175,City Island,X,11,P.S. 175 City Island,2007,402,47.8,52.2,2.7,8.2,26.9,2.200000000000003,60.0,9.7,2.0,38.8,184.0,94.72,5.28,0.0,259.75,245.45,55.97020000000001
Bronx,11X180,Co-op City,X,11,M.S. 180 Dr. Daniel Hale Williams,2007,770,51.0,49.0,4.0,63.1,30.4,0.7000000000000028,1.8,27.5,3.5,43.3,185.0,91.46,8.41,0.0,223.7,223.6,50.745
Bronx,11X181,Co-op City,X,11,I.S. 181 Pablo Casals,2007,617,46.8,53.2,4.7,59.6,31.4,0.7000000000000172,3.6,25.0,2.8,47.0,185.0,93.83,6.17,0.0,227.15,227.2,54.2634
Bronx,11X194,Westchester Square,X,11,P.S./M.S. 194,2007,1264,48.2,51.8,23.7,13.0,59.1,0.19999999999998866,4.0,10.2,13.5,90.8,185.0,92.27,7.66,0.0,241.8,223.55,57.604600000000005
Bronx,11X287,Williamsbridge,X,11,The Forward School,2007,345,64.3,35.7,1.7,71.0,24.1,1.1999999999999886,2.0,14.5,2.6,66.2,185.0,90.12,9.59,0.0,234.74,224.75,43.6986
Bronx,11X326,Allerton,X,11,Bronx Green Middle School,2007,341,48.1,51.9,7.0,27.0,58.4,0.8999999999999915,6.7,14.7,12.6,73.0,185.0,92.51,7.49,0.0,228.4,216.55,57.6574
Bronx,11X370,Williamsbridge,X,11,School of Diplomacy,2007,135,51.1,48.9,3.0,68.1,26.7,0.7000000000000028,1.5,17.0,5.9,60.0,185.0,88.81,10.49,0.0,234.74,224.75,46.37760000000001
Bronx,12X098,Crotona Park East,X,12,J.H.S. 098 Herman Ridder,2007,447,44.5,55.5,3.6,28.9,65.5,1.0999999999999943,0.9,19.2,19.0,75.7,185.0,87.83,11.95,0.0,218.80000000000004,205.35,48.5956
Bronx,12X129,East Tremont,X,12,M.S. 129 Academy for Independent Learning and Lead,2007,476,47.3,52.7,0.6,33.4,64.5,0.9000000000000057,0.6,21.8,14.5,72.7,185.0,87.9,11.89,0.0,202.7,203.2,47.2266
Bronx,12X190,Crotona Park East,X,12,E.S.M.T- I.S. 190,2007,238,52.5,47.5,0.8,31.9,66.8,0.5,0.0,28.6,10.5,73.0,185.0,88.14,11.86,0.0,218.6,211.4,45.192600000000006
Bronx,12X211,East Tremont,X,12,P.S. 211,2007,671,50.4,49.6,0.4,11.8,87.5,0.0,0.3,22.2,30.8,90.2,185.0,90.36,9.5,0.0,225.55,207.25,22.0426
Bronx,12X212,Morrisania,X,12,P.S. 212,2007,542,50.4,49.6,1.7,36.7,57.7,0.7999999999999972,3.1,19.0,19.7,86.5,185.0,89.81,10.0,0.19,216.9,210.05,53.106799999999986
Bronx,12X214,Crotona Park East,X,12,P.S. 214,2007,848,49.9,50.1,0.7,30.9,66.3,1.5000000000000142,0.6,19.9,11.3,82.5,185.0,91.44,8.56,0.0,223.35,209.7,46.464000000000006
Bronx,12X217,Hunts Point,X,12,School of Performing Arts,2007,349,49.6,50.4,2.9,24.6,70.8,1.1000000000000083,0.6,23.5,19.5,76.4,185.0,88.44,11.56,0.0,217.4,204.95,43.7222
Bronx,12X242,West Farms-Bronx River,X,12,Mott Hall V,2007,246,46.7,53.3,2.4,32.1,63.8,0.5,1.2,14.6,7.7,98.7,185.0,92.21,7.38,0.0,255.1,224.1,48.91699999999999
Bronx,12X267,Longwood,X,12,Bronx Latin,2007,267,52.4,47.6,0.4,30.7,68.2,0.7000000000000028,0.0,12.7,11.6,74.1,185.0,88.59,9.89,1.14,234.45,223.8,44.05619999999999
Bronx,12X271,Crotona Park East,X,12,East Bronx Academy for the Future,2007,611,45.5,54.5,1.0,36.3,61.4,1.4210854715202004e-14,1.3,16.7,13.4,80.2,185.0,78.67,15.0,6.17,212.25,207.7,49.0966
Bronx,12X273,East Tremont,X,12,Frederick Douglass Academy V. Middle School,2007,263,52.9,47.1,0.8,38.4,58.2,1.5,1.1,18.3,7.6,78.8,185.0,91.22,8.4,0.0,237.8,218.90000000000003,51.340999999999994
Bronx,12X286,Crotona Park East,X,12,Fannie Lou Hamer Middle School,2007,264,52.7,47.3,0.8,23.9,74.6,-0.09999999999999433,0.8,25.4,16.3,88.8,185.0,89.69,9.92,0.0,198.75,206.9,38.6234
Bronx,12X316,East Tremont,X,12,Kappa III,2007,249,56.6,43.4,4.4,43.0,50.6,0.7999999999999972,1.2,16.1,8.0,60.2,185.0,93.15,6.45,0.0,241.4,226.50000000000003,55.69200000000001
Bronx,12X318,East Tremont,X,12,"I.S. X318 Math, Science & Technology Through Arts",2007,373,46.1,53.9,1.3,35.7,61.4,0.5,1.1,18.2,12.6,88.7,185.0,85.07,14.93,0.0,200.15,202.2,49.52399999999999
Bronx,12X341,East Tremont,X,12,Accion Academy,2007,194,42.8,57.2,1.5,33.0,64.9,0.5999999999999943,0.0,17.0,18.6,68.2,185.0,89.42,10.58,0.0,229.7,217.95,46.96379999999999
Brooklyn,13K008,Brooklyn Heights,K,13,P.S. 008 Robert Fulton,2007,491,48.7,51.3,6.5,37.7,10.8,0.5999999999999943,44.4,14.5,3.1,31.5,185.0,94.02,5.77,0.0,250.8,234.6,64.481
Brooklyn,13K113,Fort Greene,K,13,M.S. 113 Ronald Edmonds Learning Center,2007,913,56.5,43.5,1.6,81.7,14.7,0.7000000000000028,1.3,15.1,2.4,68.9,185.0,91.64,8.25,0.0,229.4,232.3,31.042799999999993
Brooklyn,13K265,Fort Greene,K,13,Dr. Susan S. McKinney Secondary School of the Arts,2007,600,57.5,42.5,1.0,80.0,16.8,0.9000000000000057,1.3,16.3,2.7,60.3,185.0,83.89,12.08,3.86,216.2,213.35,33.14259999999999
Brooklyn,13K266,Bedford-Stuyvesant,K,13,M.S. K266 - Park Place Community Middle School,2007,225,51.6,48.4,1.3,63.6,31.6,1.2999999999999972,2.2,7.1,2.7,65.6,185.0,92.92,6.64,0.0,236.6,230.25,49.48260000000001
Brooklyn,13K301,Bedford-Stuyvesant,K,13,Satellite East Middle School,2007,234,56.8,43.2,1.7,88.5,8.1,1.2999999999999972,0.4,18.4,1.3,76.3,185.0,86.7,12.88,0.0,207.15,223.8,20.973999999999993
Brooklyn,13K313,DUMBO-Downtown Brooklyn,K,13,Satellite West Middle School,2007,274,51.1,48.9,0.4,77.7,20.8,0.6999999999999886,0.4,17.2,1.1,79.3,185.0,88.93,11.07,0.0,228.8416666666667,228.78333333333333,35.29259999999999
Brooklyn,13K492,Fort Greene,K,13,Academy of Arts and Letters,2007,170,54.7,45.3,1.2,75.3,12.9,1.1999999999999886,9.4,10.6,2.1999999999999997,45.9,185.0,95.83,4.17,0.0,232.9,238.4,40.7226
Brooklyn,13K527,DUMBO-Downtown Brooklyn,K,13,Urban Assembly Institute of Math and Science for Y,2007,146,100.0,0.0,2.7,89.0,5.5,1.3999999999999917,1.4,5.5,2.1,72.0,185.0,94.44,5.56,0.0,228.8416666666667,228.78333333333333,20.37540000000001
Brooklyn,14K050,Williamsburg,K,14,J.H.S. 050 John D. Wells,2007,699,47.1,52.9,1.6,13.6,83.4,0.09999999999999433,1.3,17.0,14.6,85.6,185.0,87.95,12.05,0.0,213.15,209.15,28.552199999999985
Brooklyn,14K071,Williamsburg,K,14,Juan Morel Campos Secondary School,2007,951,47.2,52.8,0.5,22.3,73.6,0.4000000000000057,3.2,24.0,19.2,76.6,185.0,83.63,13.71,2.66,206.05,208.35,40.751000000000005
Brooklyn,14K084,Williamsburg,K,14,P.S. 084 Jose De Diego,2007,487,49.5,50.5,3.7,8.2,81.5,0.5999999999999943,6.0,19.5,27.5,77.6,185.0,92.15,7.64,0.0,225.55,208.0,32.4046
Brooklyn,14K126,Greenpoint,K,14,John Ericsson Middle School 126,2007,610,47.4,52.6,2.3,18.4,68.7,-0.10000000000000853,10.7,18.7,14.6,66.4,184.0,89.59,10.25,0.0,208.6,210.6,48.219599999999986
Brooklyn,14K157,Bedford-Stuyvesant,K,14,P.S./I.S. 157 The Benjamin Franklin Health & Science,2007,333,42.3,57.7,0.3,17.7,81.1,0.0,0.9,21.3,30.0,82.5,185.0,93.04,6.67,0.0,223.5,217.40714285714284,31.086000000000013
Brooklyn,14K318,Williamsburg,K,14,I.S. 318 Eugenio Maria De Hostos,2007,1455,52.3,47.7,5.8,13.9,64.3,0.09999999999999433,15.9,9.8,5.0,70.8,185.0,95.05,4.95,0.0,245.8,234.65,53.858399999999996
Brooklyn,14K577,Williamsburg,K,14,Conselyea Preparatory School,2007,380,50.3,49.7,3.7,11.6,61.6,0.5,22.6,12.4,3.2,66.9,185.0,94.21,5.53,0.0,246.35,234.55,55.461800000000004
Brooklyn,14K582,Bushwick,K,14,M.S. 582,2007,306,46.1,53.9,1.0,21.9,76.1,0.7000000000000028,0.3,22.2,12.4,78.2,185.0,90.49,9.51,0.0,219.0,216.55,37.27600000000002
Brooklyn,14K586,East Williamsburg,K,14,Lyons Community School,2007,136,41.2,58.8,0.7,41.2,51.5,2.1999999999999886,4.4,15.4,7.4,60.0,185.0,85.93,11.85,2.22,223.5,217.40714285714284,56.2562
Brooklyn,15K051,Park Slope,K,15,M.S. 51 William Alexander,2007,985,60.6,39.4,15.5,17.4,31.3,0.4000000000000057,35.4,10.9,1.7,32.5,185.0,96.13,3.76,0.0,256.4,251.45,72.2398
Brooklyn,15K088,Sunset Park,K,15,J.H.S. 088 Peter Rouget,2007,885,45.8,54.2,14.9,13.3,61.2,1.0,9.6,24.5,13.4,70.0,185.0,93.48,6.41,0.0,226.1,218.95,57.62500000000001
Brooklyn,15K136,Sunset Park,K,15,I.S. 136 Charles O. Dewey,2007,441,51.5,48.5,3.6,3.9,88.0,0.5999999999999943,3.9,25.6,27.4,80.9,185.0,91.11,8.67,0.0,208.4,205.05,22.122600000000002
Brooklyn,15K442,Carroll Gardens,K,15,M.S. 442 Carroll Gardens School for Innovation,2007,232,44.0,56.0,1.7,41.4,49.1,0.5,7.3,44.0,4.3,67.9,185.0,87.72,11.84,0.0,201.9,211.8,58.187999999999995
Brooklyn,15K443,Sunset Park,K,15,New Voices School of Academic & Creative Arts,2007,418,65.1,34.9,5.7,19.6,51.9,0.7999999999999972,22.0,21.1,4.1,74.6,185.0,93.73,6.27,0.0,233.2,231.9,64.05099999999999
Brooklyn,15K447,Boerum Hill,K,15,The Math & Science Exploratory School,2007,459,41.2,58.8,6.3,25.7,29.0,0.9000000000000057,38.1,14.8,3.5,31.9,185.0,94.97,4.81,0.0,253.3,246.75,70.064
Brooklyn,15K448,Carroll Gardens-Red Hook,K,15,Brooklyn Secondary School for Collaborative Studie,2007,600,47.2,52.8,3.2,42.5,38.5,1.7999999999999972,14.0,30.3,4.2,46.2,184.0,87.06,10.42,2.52,214.65,227.4,65.0202
Brooklyn,15K464,Park Slope-Gowanus,K,15,Park Slope Collegiate,2007,499,52.3,47.7,7.4,37.9,44.7,3.5999999999999943,6.4,13.4,6.4,70.3,185.0,79.3,15.57,4.92,223.2,213.9,64.5682
Brooklyn,15K497,DUMBO-Downtown Brooklyn,K,15,School for International Studies,2007,471,46.9,53.1,3.6,44.2,36.1,0.19999999999998866,15.9,16.3,10.8,73.0,185.0,82.79,12.2,4.58,228.77777777777777,226.78888888888892,64.77340000000001
Brooklyn,15K821,Sunset Park,K,15,Sunset Park Prep,2007,473,46.5,53.5,7.6,8.5,79.5,0.20000000000000284,4.2,14.8,12.1,73.2,185.0,93.6,6.18,0.0,241.85,233.9,35.32059999999999
Brooklyn,16K035,Bedford-Stuyvesant,K,16,M.S. 035 Stephen Decatur,2007,241,44.4,55.6,0.0,85.1,12.9,1.5999999999999943,0.4,25.3,1.7,79.3,185.0,88.09,11.91,0.0,195.9,208.55,25.888599999999997
Brooklyn,16K057,Bedford-Stuyvesant,K,16,J.H.S. 057 Whitelaw Reid,2007,284,58.1,41.9,1.1,73.6,23.6,1.3000000000000114,0.4,16.9,7.0,77.9,185.0,87.59,12.06,0.0,198.55,204.7,40.2302
Brooklyn,16K267,Bedford-Stuyvesant,K,16,"M.S. 267 Math, Science & Technology",2007,447,38.0,62.0,1.3,82.8,13.6,1.6000000000000083,0.7,26.2,4.3,86.0,185.0,85.23,14.77,0.0,218.6,207.45,29.54460000000001
Brooklyn,16K308,Bedford-Stuyvesant,K,16,P.S. 308 Clara Cardwell,2007,832,56.0,44.0,0.7,88.3,7.7,2.700000000000003,0.6,17.4,3.0,82.7,185.0,90.77,9.23,0.0,220.9,221.9,21.35680000000001
Brooklyn,17K002,Prospect Lefferts Gardens,K,17,Parkside Preparatory Academy,2007,512,45.1,54.9,1.2,86.1,11.3,0.8000000000000114,0.6,22.3,6.8,90.8,185.0,91.96,7.84,0.0,205.4,209.9,24.566599999999994
Brooklyn,17K061,Prospect Lefferts Gardens,K,17,M.S. 061 Dr. Gladstone H. Atwell,2007,989,49.8,50.2,0.4,91.2,7.6,0.09999999999999433,0.7,14.1,5.0,90.3,185.0,90.43,9.57,0.0,213.5,217.4,16.241399999999995
Brooklyn,17K138,Crown Heights North,K,17,P.S. 138 Brooklyn,2007,992,47.7,52.3,0.9,90.1,7.0,0.9000000000000057,1.1,11.3,4.4,92.3,185.0,89.62,10.38,0.0,224.4,214.75,18.301600000000008
Brooklyn,17K181,East Flatbush,K,17,P.S. 181 Brooklyn,2007,1194,47.7,52.3,1.3,90.0,6.7,0.9000000000000057,1.1,13.7,8.1,73.6,185.0,92.08,7.83,0.0,233.75,221.1,18.513999999999996
Brooklyn,17K189,Brownsville,K,17,P.S. 189 The Bilingual Center,2007,1127,47.9,52.1,1.2,76.0,22.2,0.19999999999998866,0.4,8.9,23.0,82.1,184.0,94.35,5.65,0.0,250.85,225.25,37.295199999999994
Brooklyn,17K246,Flatbush,K,17,M.S. 246 Walt Whitman,2007,757,44.1,55.9,0.7,85.1,11.2,1.2000000000000028,1.8,21.0,13.9,75.2,185.0,88.46,11.41,0.0,198.35,207.9,26.2738
Brooklyn,17K340,Prospect Heights,K,17,I.S. 340,2007,341,56.6,43.4,1.5,92.7,5.0,0.20000000000000284,0.6,2.3,0.6,66.5,185.0,94.13,5.87,0.0,238.8,240.0,13.790599999999987
Brooklyn,17K352,Crown Heights South,K,17,Ebbets Field Middle School,2007,468,40.4,59.6,2.1,78.4,17.7,0.2999999999999972,1.5,18.4,19.4,77.6,185.0,89.43,10.36,0.0,197.3,202.2,35.33399999999999
Brooklyn,17K353,Prospect Heights,K,17,Elijah Stroud Middle School,2007,187,49.2,50.8,3.2,87.2,7.0,1.0,1.6,13.9,3.7,85.0,185.0,90.48,8.99,0.0,209.55,212.15,23.333599999999997
Brooklyn,17K354,Crown Heights North,K,17,The School of Integrated Learning,2007,264,46.2,53.8,0.4,88.3,10.6,-0.09999999999999433,0.8,20.8,6.4,83.1,185.0,90.15,9.47,0.0,199.25,203.0,20.8994
Brooklyn,17K382,Flatbush,K,17,Academy for College Preparation and Career Explora,2007,332,49.1,50.9,0.3,86.1,9.6,3.4000000000000203,0.6,5.7,0.9,63.6,185.0,87.73,7.98,3.68,225.25,226.35,24.826199999999986
Brooklyn,17K394,Crown Heights North,K,17,M.S. K394,2007,734,53.4,46.6,1.4,92.8,4.8,0.5999999999999943,0.4,9.3,1.1,90.2,185.0,93.05,6.95,0.0,223.4,224.7,13.626400000000016
Brooklyn,17K484,Ocean Hill,K,17,Ronald Edmonds Learning Center II,2007,127,40.2,59.8,1.6,92.1,6.3,1.4210854715202004e-14,0.0,7.9,3.1,81.1,185.0,88.0,12.0,0.0,221.65,218.5,14.753400000000006
Brooklyn,17K543,Flatbush,K,17,"Science, Technology and Research Early College High School at Erasmus",2007,488,52.0,48.0,2.5,85.2,6.8,4.5,1.0,2.0,0.0,62.6,185.0,89.1,5.87,5.03,220.90714285714284,218.9714285714286,26.6722
Brooklyn,17K590,Crown Heights South,K,17,Medgar Evers College Preparatory School,2007,889,51.9,48.1,0.7,93.6,4.7,0.5999999999999943,0.4,0.6,0.3,38.5,185.0,85.75,8.62,5.52,251.25,242.4,12.159400000000009
Brooklyn,18K066,Canarsie,K,18,P.S. 66,2007,691,47.2,52.8,2.2,86.3,10.0,0.09999999999999433,1.4,15.6,3.0,56.9,185.0,93.84,6.16,0.0,232.9,225.0,24.454999999999995
Brooklyn,18K068,Canarsie,K,18,I.S. 068 Isaac Bildersee,2007,1116,45.4,54.6,1.4,91.0,4.8,0.5,2.3,17.0,6.5,60.3,185.0,90.04,9.96,0.0,208.6,211.45,16.884599999999995
Brooklyn,18K211,Canarsie,K,18,I.S. 211 John Wilson,2007,708,48.2,51.8,2.4,84.3,10.3,1.2000000000000028,1.8,21.3,4.7,71.4,185.0,90.38,9.48,0.0,220.95,212.05,27.7698
