borough,dbn,neighborhood,borough_code,district,school_name,year,total_enrollment,female_rate,male_rate,asian_rate,black_rate,hispanic_rate,other_rate,white_rate,disabilities_rate,ell_rate,supported_rate,total_schooldays,presence_rate,absence_rate,release_rate,mean_score_math,mean_score_ela,diversity_index
Manhattan,03M862,Morningside Heights,M,3,Mott Hall II,2013,345,53.6,46.4,4.9,24.9,46.1,1.4,22.6,14.8,2.0,57.4,179.0,95.91,4.09,0.0,229.7,218.6,67.1805
Manhattan,04M007,East Harlem,M,4,P.S. 007 Samuel Stern,2013,391,48.3,51.7,3.3,26.1,64.5,1.8,4.3,27.1,15.9,100.0,180.0,89.87,9.87,0.0,194.5,192.35,51.25919999999999
Manhattan,04M012,East Harlem,M,4,Tag Young Scholars,2013,533,51.8,48.2,29.5,33.8,22.9,3.2,10.7,4.9,0.0,52.7,180.0,96.6,3.4,0.0,260.7,257.3,73.3817
Manhattan,04M057,East Harlem,M,4,James Weldon Johnson,2013,843,48.6,51.4,3.4,25.7,68.1,0.5,2.3,25.7,14.6,100.0,180.0,91.91,7.97,0.0,201.6,199.0,46.848
Manhattan,04M072,East Harlem,M,4,The Lexington Academy,2013,500,49.6,50.4,1.2,14.8,81.2,0.4,2.4,24.0,17.4,91.0,180.0,91.06,8.54,0.2,195.15,189.9,31.801599999999997
Manhattan,04M096,East Harlem,M,4,P.S. 096 Joseph Lanzetta,2013,506,46.8,53.2,0.8,27.9,69.0,0.8,1.6,29.4,18.4,100.0,180.0,89.04,10.76,0.0,169.85,178.15,44.56750000000002
Manhattan,04M108,East Harlem,M,4,P.S. 108 Assemblyman Angelo Del Toro Educational C,2013,676,50.4,49.6,4.4,28.4,65.2,0.6,1.3,23.7,11.5,100.0,180.0,91.8,8.05,0.0,185.6,188.7,49.2099
Manhattan,04M171,East Harlem,M,4,P.S. 171 Patrick Henry,2013,731,47.7,52.3,4.8,25.4,64.4,0.8,4.5,20.2,2.2,100.0,180.0,93.23,6.63,0.0,217.95,215.9,51.63549999999999
Manhattan,04M206,East Harlem,M,4,P.S. 206 Jose Celso Barbosa,2013,442,43.9,56.1,1.8,26.9,63.8,2.3,5.2,39.4,12.7,100.0,180.0,92.55,7.22,0.0,196.75,186.4,51.7038
Manhattan,04M224,East Harlem,M,4,M.S. 224 Manhattan East School for Arts & Academic,2013,188,58.0,42.0,7.4,33.5,50.5,0.0,8.5,11.7,5.3,81.9,180.0,93.12,6.35,0.0,206.0,218.5,62.0049
Manhattan,04M372,East Harlem South,M,4,Esperanza Preparatory Academy,2013,424,50.9,49.1,1.4,17.5,78.3,0.9,1.9,32.1,31.8,95.8,180.0,87.41,9.26,3.09,167.25000000000003,178.35000000000005,35.564800000000005
Manhattan,04M377,East Harlem,M,4,Renaissance School of the Arts,2013,160,54.4,45.6,1.9,43.8,53.8,0.6,0.0,40.0,3.8,86.9,180.0,88.2,11.18,0.0,170.85000000000005,179.4,51.831500000000005
Manhattan,04M610,East Harlem South,M,4,Young Women's Leadership School,2013,464,100.0,0.0,7.3,29.7,58.6,1.7,2.6,14.0,3.0,81.0,180.0,89.98,4.36,5.45,202.7,217.7,56.210100000000004
Manhattan,04M825,East Harlem,M,4,Isaac Newton Middle School for Math & Science,2013,324,45.4,54.6,3.1,29.0,66.0,0.0,1.9,24.7,10.8,94.4,180.0,92.11,7.57,0.0,177.2,184.0,47.89779999999999
Manhattan,04M964,East Harlem,M,4,Central Park East II,2013,261,52.9,47.1,5.0,28.7,29.9,12.6,23.8,23.4,1.1,100.0,180.0,93.02,6.59,0.0,216.0,222.15000000000003,75.321
Manhattan,05M123,Central Harlem,M,5,P.S. 123 Mahalia Jackson,2013,602,49.5,50.5,1.5,60.0,34.4,1.2,3.0,22.9,19.1,93.4,180.0,88.41,11.59,0.0,169.25000000000003,178.0,52.039500000000004
Manhattan,05M129,Manhattanville,M,5,P.S. 129 John H. Finley,2013,562,49.5,50.5,2.1,43.2,49.3,3.2,2.1,20.8,11.7,93.6,180.0,90.02,9.63,0.0,178.60000000000005,184.9,56.842099999999995
Manhattan,05M148,Central Harlem North,M,5,Eagle Academy for Young Men of Harlem,2013,67,0.0,100.0,0.0,73.1,25.4,0.0,1.5,29.9,10.4,85.1,180.0,88.41,10.14,0.0,188.3857142857143,193.79285714285717,40.0898
Manhattan,05M161,Manhattanville,M,5,P.S. 161 Pedro Albizu Campos,2013,913,47.9,52.1,0.8,17.2,78.4,0.9,2.7,22.1,29.6,90.7,180.0,88.66,11.23,0.0,184.15,180.50000000000003,35.48859999999999
Manhattan,05M286,Manhattanville,M,5,I.S. M286 Renaissance Leadership Academy,2013,172,33.7,66.3,0.0,61.0,36.0,1.2,1.7,30.2,9.3,88.4,180.0,87.21,12.21,0.0,188.3857142857143,193.79285714285717,49.786699999999996
Manhattan,05M362,Morningside Heights,M,5,Columbia Secondary School,2013,664,49.7,50.3,13.1,20.6,46.5,1.5,18.2,3.5,0.3,57.7,180.0,92.46,3.77,3.62,254.75,255.55,69.0829
Manhattan,05M499,Central Harlem North,M,5,Frederick Douglass Academy,2013,1489,45.2,54.8,1.3,73.4,22.3,1.6,1.3,11.2,2.6,74.3,179.0,83.82,9.88,6.23,181.65,188.5,41.09209999999999
Manhattan,05M514,Manhattanville,M,5,New Design Middle School,2013,309,51.5,48.5,1.9,60.5,34.3,0.0,3.2,33.3,8.1,92.2,180.0,88.2,11.8,0.0,168.5,174.60000000000005,51.494099999999996
Manhattan,05M517,Manhattanville,M,5,Teachers College Community School,2013,167,50.3,49.7,7.8,43.7,18.6,8.4,21.6,6.6,2.4,46.7,180.0,94.55,4.85,0.0,188.3857142857143,193.79285714285717,71.4639
Manhattan,05M670,Central Harlem North,M,5,Thurgood Marshall Academy for Learning and Social,2013,572,50.5,49.5,0.3,77.6,21.3,0.5,0.2,14.5,1.7,76.9,180.0,88.66,5.58,5.58,181.8,194.5,35.24170000000001
Manhattan,06M018,Inwood,M,6,P.S. 018 Park Terrace,2013,432,45.8,54.2,0.5,0.7,98.4,0.0,0.5,13.2,50.7,100.0,180.0,93.94,6.06,0.0,183.15,177.85,3.164499999999981
Manhattan,06M052,Inwood,M,6,J.H.S. 052 Inwood,2013,533,50.8,49.2,0.2,3.9,95.3,0.6,0.0,15.9,31.7,91.9,180.0,92.95,6.86,0.0,177.54999999999995,179.1,9.023000000000003
Manhattan,06M143,Washington Heights,M,6,J.H.S. 143 Eleanor Roosevelt,2013,446,46.6,53.4,0.0,0.9,96.4,0.2,2.5,20.4,47.3,100.0,180.0,90.18,9.82,0.0,172.45,174.29999999999995,6.999399999999989
Manhattan,06M187,Washington Heights,M,6,P.S./I.S. 187 Hudson Cliffs,2013,778,50.5,49.5,2.7,2.7,54.5,3.9,36.2,14.1,9.0,46.9,180.0,94.72,5.28,0.0,211.5,210.2,56.89519999999999
Manhattan,06M210,Hamilton Heights,M,6,P.S./I.S. 210 - Twenty-first Century Academy for C,2013,468,52.6,47.4,0.9,2.4,96.6,0.0,0.2,19.0,35.3,94.7,180.0,94.38,5.4,0.0,187.1,192.5,6.6183
Manhattan,06M223,Manhattanville,M,6,The Mott Hall School,2013,283,51.9,48.1,2.5,8.5,82.7,0.4,6.0,12.7,4.2,85.2,180.0,95.02,4.98,0.0,224.75,223.05,30.46049999999999
Manhattan,06M278,Inwood,M,6,Paula Hedbavny School,2013,532,50.8,49.2,4.1,2.4,78.0,0.8,14.7,15.6,13.5,71.8,180.0,94.13,5.68,0.0,206.6,200.3,36.767
Manhattan,06M293,Washington Heights N.,M,6,City College Academy of the Arts,2013,593,57.3,42.7,0.7,4.2,93.3,0.3,1.5,14.0,4.4,88.7,180.0,91.06,5.06,3.71,216.85,203.25,12.746400000000014
Manhattan,06M311,Inwood,M,6,Amistad Dual Language School,2013,432,54.9,45.1,1.9,1.6,87.3,1.2,8.1,13.9,23.1,77.1,180.0,95.81,3.95,0.0,204.85,200.15,23.0549
Manhattan,06M319,Washington Heights,M,6,M.S. 319 - Maria Teresa,2013,637,47.4,52.6,0.5,4.9,93.7,0.2,0.8,17.7,34.2,96.5,180.0,93.55,6.45,0.0,184.75,181.2,11.953699999999989
Manhattan,06M322,Washington Heights,M,6,Middle School 322,2013,380,48.4,51.6,1.3,1.6,95.0,0.0,2.1,17.9,47.6,95.0,180.0,92.51,7.24,0.0,177.7,172.5,9.6634
Manhattan,06M324,Washington Heights,M,6,M.S. 324 - Patria Mirabal,2013,450,47.8,52.2,1.8,10.7,85.3,0.2,2.0,24.2,35.1,92.9,180.0,94.29,5.71,0.0,197.4,181.6,26.021400000000007
Manhattan,06M328,Washington Heights,M,6,M.S. 328 - Manhattan Middle School for Scientific,2013,292,32.5,67.5,0.3,11.3,87.3,0.0,1.0,20.5,39.7,98.3,180.0,89.49,10.17,0.0,191.83235294117645,188.68235294117648,22.499299999999998
Manhattan,06M346,Washington Heights S.,M,6,Community Health Academy of the Heights,2013,600,49.8,50.2,0.2,6.7,91.5,0.3,1.3,19.3,29.0,92.2,180.0,84.34,10.77,4.88,166.35000000000005,172.64999999999995,15.81039999999998
Manhattan,06M348,Washington Heights N.,M,6,Washington Heights Expeditionary Learning School,2013,650,42.9,57.1,0.3,1.7,97.2,0.5,0.3,19.8,16.3,100.0,180.0,84.96,10.08,4.81,207.95,191.3,5.488400000000004
Manhattan,06M349,Washington Heights,M,6,Harbor Heights,2013,161,49.1,50.9,0.0,0.0,100.0,0.0,0.0,2.5,98.1,100.0,180.0,96.86,2.52,0.0,163.3,157.1,0.0
Manhattan,06M366,Inwood,M,6,Washington Heights Academy,2013,425,53.6,46.4,1.2,0.9,93.6,1.6,2.6,11.5,20.2,90.1,180.0,93.59,5.94,0.24,207.35,208.1,12.274700000000005
Manhattan,06M528,Washington Heights,M,6,I.S. 528 Bea Fuller Rodgers School,2013,226,54.9,45.1,0.4,1.8,97.3,0.0,0.4,22.1,15.0,97.8,180.0,93.78,5.78,0.0,171.55,182.45,5.2915000000000045
Bronx,07X005,Melrose,X,7,P.S. 5 Port Morris,2013,701,47.1,52.9,0.1,25.5,71.9,1.4,1.0,21.8,21.1,93.9,180.0,89.32,10.53,0.0,175.45000000000005,177.35,41.77169999999999
Bronx,07X029,Melrose,X,7,P.S./M.S. 029 Melrose School,2013,738,48.1,51.9,2.0,32.5,64.4,0.7,0.4,25.2,16.3,98.6,180.0,89.85,9.88,0.0,175.65,175.9,47.9174
Bronx,07X031,Concourse Village,X,7,P.S./M.S. 031 The William Lloyd Garrison,2013,681,50.2,49.8,1.8,25.3,70.3,1.0,1.6,21.9,15.1,95.4,180.0,89.09,10.77,0.0,180.55,179.4,44.11020000000001
Bronx,07X151,Concourse Village,X,7,J.H.S. 151 Lou Gehrig,2013,275,44.4,55.6,1.8,32.4,65.5,0.0,0.4,28.7,29.1,94.5,180.0,89.47,10.18,0.0,169.25000000000003,169.25,46.56589999999999
Bronx,07X221,Mott Haven-Port Morris,X,7,South Bronx Preparatory: A College Board School,2013,644,50.9,49.1,0.9,25.6,71.9,0.5,1.1,23.3,5.6,95.8,180.0,85.58,9.25,4.86,174.2,176.85000000000005,41.72759999999999
Bronx,07X223,Mott Haven-Port Morris,X,7,M.S. 223 The Laboratory School of Finance and Tech,2013,451,50.3,49.7,0.4,23.3,75.8,0.0,0.4,20.4,7.8,97.8,180.0,92.67,6.0,1.11,175.49545454545458,176.59090909090912,37.11150000000001
Bronx,07X224,Mott Haven,X,7,P.S./I.S. 224,2013,327,49.8,50.2,0.0,19.3,77.4,0.6,2.8,24.2,34.3,98.2,180.0,88.79,10.91,0.0,169.45,170.1,36.28549999999999
Bronx,07X296,Melrose,X,7,South Bronx Academy for Applied Media,2013,377,54.1,45.9,0.8,37.1,60.7,1.3,0.0,25.7,11.9,100.0,180.0,87.27,12.47,0.0,170.55,174.60000000000005,49.367700000000006
Bronx,07X298,Melrose,X,7,Academy of Public Relations,2013,363,51.0,49.0,0.3,24.2,74.9,0.3,0.3,24.8,30.0,100.0,178.0,90.73,9.27,0.0,169.4,169.54999999999995,38.040799999999976
Bronx,07X343,Mott Haven,X,7,Academy of Applied Mathematics and Technology,2013,296,44.6,55.4,1.4,26.0,70.9,0.7,1.0,26.7,14.9,92.9,180.0,91.16,8.5,0.0,182.50000000000003,179.7,42.93739999999999
Bronx,07X500,Melrose S.-Mott Haven N.,X,7,Hostos-Lincoln Academy of Science,2013,537,53.1,46.9,3.9,20.9,73.2,1.5,0.6,16.2,6.7,78.4,180.0,87.5,7.39,4.92,196.5,198.7,41.8713
Bronx,07X551,Mott Haven-Port Morris,X,7,The Urban Assembly Bronx Academy of Letters,2013,584,54.6,45.4,0.7,29.1,68.7,0.5,1.0,22.3,13.2,91.8,180.0,86.51,13.13,0.18,166.95000000000005,171.10000000000005,44.31759999999999
Bronx,08X071,Pelham Bay,X,8,P.S. 071 Rose E. Scala,2013,1698,49.0,51.0,7.0,3.8,60.6,1.0,27.6,21.8,5.5,76.1,179.0,92.04,7.37,0.53,205.8,198.75,55.014399999999995
Bronx,08X101,Throgs Neck,X,8,M.S. X101 Edward R. Byrne,2013,486,48.1,51.9,14.8,11.9,56.2,1.0,16.0,14.6,1.0,73.9,180.0,93.56,6.24,0.0,208.55,215.75,62.23909999999999
Bronx,08X123,Soundview,X,8,J.H.S. 123 James M. Kieran,2013,505,50.3,49.7,1.6,24.2,73.5,0.4,0.4,28.1,20.4,100.0,179.0,88.18,11.62,0.2,170.75,174.95000000000005,40.0923
Bronx,08X131,Soundview,X,8,J.H.S. 131 Albert Einstein,2013,726,47.7,52.3,3.4,35.0,60.6,0.7,0.3,24.1,9.8,100.0,180.0,89.89,9.97,0.0,173.7,181.4,50.905
Bronx,08X269,Hunts Point,X,8,Bronx Studio School for Writers and Artists,2013,540,54.6,45.4,0.9,20.7,77.0,0.6,0.7,22.4,12.6,100.0,180.0,83.99,11.36,4.47,182.1,184.3,36.4085
Bronx,08X301,Morrisania,X,8,M.S. 301 Paul L. Dunbar,2013,222,50.5,49.5,0.5,36.0,61.3,0.5,1.8,27.9,21.6,87.8,180.0,85.2,14.35,0.0,165.95,170.4,49.425700000000006
Bronx,08X302,Longwood,X,8,M.S. 302 Luisa Dessus Cruz,2013,590,46.4,53.6,0.5,23.2,75.1,0.2,1.0,26.9,22.5,95.4,180.0,87.24,12.59,0.0,175.65,176.79999999999995,38.20460000000001
Bronx,08X337,Soundview,X,8,The School for Inquiry and Social Justice,2013,319,49.2,50.8,0.9,36.4,62.4,0.0,0.3,28.8,9.1,100.0,180.0,92.01,7.99,0.0,202.75,197.6,47.803799999999995
Bronx,08X367,Castle Hill-Clason Point,X,8,"Archimedes Academy for Math, Science and Technology",2013,637,38.9,61.1,6.6,33.4,57.8,0.5,1.7,23.2,4.4,81.2,180.0,85.31,10.11,4.42,181.1428571428571,184.07857142857145,54.969
Bronx,08X371,Throgs Neck,X,8,Urban Institute of Mathematics,2013,290,50.0,50.0,4.1,13.4,53.1,0.7,28.6,23.1,4.5,74.5,180.0,91.7,7.96,0.0,191.6,197.45,61.6557
Bronx,08X375,Clason Point,X,8,The Bronx Mathematics Preparatory School,2013,284,47.5,52.5,2.5,33.5,62.7,0.0,1.4,28.5,11.3,96.8,180.0,89.25,10.39,0.0,164.95,169.75,49.38249999999999
Bronx,08X376,Castle Hill-Clason Point,X,8,Antonia Pantoja Preparatory Academy: A College Board School,2013,466,51.7,48.3,4.5,23.8,70.6,0.4,0.6,27.3,9.9,100.0,180.0,83.55,12.77,3.46,181.1428571428571,184.07857142857145,44.28430000000001
Bronx,08X424,Hunts Point,X,8,The Hunts Point School,2013,361,47.9,52.1,0.0,29.1,69.8,0.0,1.1,29.1,19.7,92.0,180.0,90.16,9.56,0.0,164.3,170.79999999999995,42.79940000000001
Bronx,08X448,Soundview,X,8,Soundview Academy for Culture and Scholarship,2013,305,49.5,50.5,2.6,32.1,64.3,0.0,1.0,26.6,12.1,100.0,179.0,88.92,11.08,0.0,170.95,179.85,48.2734
Bronx,08X467,Throgs Neck,X,8,Mott Hall Community School,2013,262,50.8,49.2,2.7,10.3,68.3,0.0,18.7,30.9,8.4,79.8,180.0,91.12,8.88,0.0,183.1,182.90000000000003,48.720400000000005
Bronx,08X562,Unionport,X,8,Blueprint Middle School,2013,201,44.8,55.2,16.9,18.9,61.2,1.0,2.0,24.4,16.9,100.0,180.0,91.67,7.84,0.0,175.85,176.4,56.0674
Bronx,09X004,Claremont,X,9,P.S./M.S. 004 Crotona Park West,2013,507,48.1,51.9,0.4,53.3,45.2,0.4,0.8,20.7,9.9,98.4,180.0,88.54,11.46,0.0,206.4,184.15,51.15110000000001
Bronx,09X022,East Concourse-Concourse Village,X,9,J.H.S. 022 Jordan L. Mott,2013,570,49.5,50.5,1.6,27.9,69.5,0.2,0.9,21.9,33.9,91.8,180.0,85.39,14.61,0.0,163.39999999999995,169.6,43.87930000000001
Bronx,09X117,Mount Hope,X,9,I.S. 117 Joseph H. Wade,2013,642,47.7,52.3,1.4,16.5,80.2,1.2,0.6,26.0,36.0,95.0,180.0,88.08,11.46,0.31,165.04999999999995,171.9,32.91949999999999
Bronx,09X128,Morrisania,X,9,Mott Hall III,2013,363,53.7,46.3,2.8,40.2,56.7,0.0,0.3,12.7,6.9,94.8,180.0,93.87,5.85,0.0,209.9,201.25000000000003,51.61139999999998
Bronx,09X215,Claremont,X,9,Kappa,2013,335,61.8,38.2,7.2,49.6,41.8,0.6,0.9,12.8,10.4,91.0,180.0,94.89,4.8,0.0,204.05,196.2,57.39590000000001
Bronx,09X218,West Concourse,X,9,P.S./I.S. 218 Rafael Hernandez Dual Language Magne,2013,930,52.7,47.3,4.1,7.2,86.7,1.6,0.4,15.6,34.9,100.0,180.0,93.65,6.24,0.0,195.7,196.4,24.1174
Bronx,09X219,Claremont,X,9,I.S. 219 New Venture School,2013,373,49.1,50.9,0.8,39.4,59.5,0.3,0.0,24.9,31.6,93.8,180.0,87.37,12.37,0.0,168.0,167.4,49.06660000000001
Bronx,09X229,Morris Heights,X,9,I.S. 229 Roland Patterson,2013,208,53.4,46.6,0.0,45.2,54.8,0.0,0.0,36.1,22.1,90.9,180.0,90.05,9.95,0.0,173.7,171.5,49.53920000000001
Bronx,09X231,Claremont-Bathgate,X,9,Eagle Academy for Young Men,2013,645,0.0,100.0,0.0,61.1,36.7,1.7,0.5,27.6,3.9,80.8,180.0,85.29,9.7,5.01,175.20000000000005,183.3,49.1676
Bronx,09X232,Morris Heights,X,9,I.S. 232,2013,542,44.3,55.7,0.0,20.1,78.8,0.2,0.9,21.6,38.2,95.8,180.0,92.96,7.04,0.0,186.25,174.79999999999995,33.85700000000001
Bronx,09X241,Claremont-Bathgate,X,9,Urban Assembly School for Applied Math and Science,2013,605,49.6,50.4,1.5,33.2,63.6,0.3,1.3,19.7,10.6,93.1,179.0,85.57,9.23,5.03,191.5,190.05,48.48769999999999
Bronx,09X303,Morris Heights,X,9,I.S. X303 Leadership & Community Service,2013,325,48.3,51.7,0.0,24.0,75.4,0.0,0.6,35.4,11.7,98.8,180.0,91.3,8.39,0.0,181.2,180.95,37.3848
Bronx,09X313,Claremont,X,9,I.S. 313 School of Leadership Development,2013,382,47.4,52.6,1.3,28.3,69.6,0.5,0.3,24.9,29.8,100.0,180.0,85.79,13.95,0.0,164.65,168.7,43.5292
Bronx,09X323,East Concourse-Concourse Village,X,9,Bronx Writing Academy,2013,497,52.5,47.5,1.8,32.2,65.4,0.0,0.6,20.5,29.8,93.4,180.0,83.94,15.85,0.0,181.05,178.9,46.824
Bronx,09X324,E. Concourse-Concourse Village,X,9,Bronx Early College Academy for Teaching & Learnin,2013,508,50.0,50.0,3.1,32.3,63.2,0.4,1.0,16.9,9.6,91.7,180.0,85.86,10.96,2.99,173.5,177.55,49.517
Bronx,09X327,West Concourse,X,9,Comprehensive Model School Project M.S. 327,2013,543,48.6,51.4,0.0,23.9,75.0,0.2,0.9,21.9,9.8,96.9,180.0,89.44,8.15,2.22,217.35,190.7,38.0294
Bronx,09X328,East Concourse-Concourse Village,X,9,New Millennium Business Academy Middle School,2013,187,46.5,53.5,1.1,36.4,59.4,1.6,1.6,24.1,25.7,100.0,180.0,89.36,10.11,0.0,164.85,169.65,51.4035
Bronx,09X339,Claremont,X,9,I.S. 339,2013,606,43.2,56.8,0.8,31.4,67.0,0.0,0.8,25.7,29.4,95.4,180.0,90.18,9.82,0.0,166.55,172.29999999999995,45.237599999999986
Bronx,09X350,E. Concourse-Concourse Village,X,9,New Directions Secondary School,2013,107,47.7,52.3,0.0,29.9,70.1,0.0,0.0,36.4,35.5,100.0,180.0,74.51,25.49,0.0,185.51136363636363,182.61818181818182,41.91980000000001
Bronx,09X361,Highbridge,X,9,The Highbridge Green School,2013,143,44.1,55.9,0.7,20.3,78.3,0.0,0.7,24.5,30.1,97.9,180.0,94.33,5.67,0.0,185.51136363636363,182.61818181818182,34.560400000000016
Bronx,09X413,E. Concourse-Concourse Village,X,9,Bronx High School for Medical Science,2013,465,57.4,42.6,6.5,35.3,57.0,1.1,0.2,10.1,4.1,100.0,180.0,87.9,6.48,5.4,196.25,190.6,54.6141
Bronx,09X454,East Concourse-Concourse Village,X,9,Science and Technology Academy: A Mott Hall School,2013,416,37.3,62.7,2.4,26.2,70.7,0.2,0.5,20.9,18.0,91.8,180.0,91.41,8.59,0.0,194.8,186.4,43.09019999999999
Bronx,09X505,E. Concourse-Concourse Village,X,9,"Bronx School for Law, Government and Justice",2013,773,55.9,44.1,1.8,25.9,69.9,1.4,1.0,16.8,5.6,91.1,180.0,86.59,8.07,5.21,193.95,195.7,44.36979999999999
Bronx,09X568,Mount Hope,X,9,Young Women's Leadership School of the Bronx,2013,184,100.0,0.0,0.0,36.4,62.0,1.1,0.5,15.2,4.3,96.7,179.0,93.96,5.49,0.0,207.95,199.6,48.2958
Bronx,10X003,East Tremont,X,10,P.S. 3 Raul Julia Micro Society,2013,358,54.2,45.8,2.2,29.1,67.9,0.3,0.6,23.7,12.8,95.3,180.0,89.2,10.51,0.0,195.0,187.35,45.37489999999998
Bronx,10X015,Kingsbridge Heights,X,10,P.S. X015 Institute for Environmental Learning,2013,528,50.9,49.1,0.9,12.7,86.0,0.2,0.2,16.7,5.5,100.0,180.0,94.08,5.92,0.0,210.55,196.65,24.418200000000013
Bronx,10X020,Norwood,X,10,"P.S./M.S. 20 P.O.George J. Werdann, III",2013,1101,49.1,50.9,12.0,6.7,71.3,1.0,9.0,23.3,18.4,92.7,180.0,91.21,8.6,0.09,189.85,193.7,46.4542
Bronx,10X037,Spuyten Duyvil-Kingsbridge,X,10,P.S. X037 - Multiple Intelligence School,2013,642,46.9,53.1,1.6,23.5,71.2,1.7,2.0,25.4,13.2,100.0,179.0,91.16,8.68,0.0,194.1,188.95,43.6886
Bronx,10X045,Belmont,X,10,Thomas C. Giordano Middle School 45,2013,797,47.8,52.2,1.6,13.0,80.8,0.4,4.1,21.2,19.1,97.4,180.0,90.82,9.06,0.0,177.0,181.05,32.82830000000001
Bronx,10X080,Norwood,X,10,J.H.S. 080 The Mosholu Parkway,2013,622,42.9,57.1,12.1,17.4,65.1,0.8,4.7,26.8,29.9,91.6,180.0,89.61,10.39,0.0,166.00000000000003,170.29999999999995,52.90090000000001
Bronx,10X095,Van Cortlandt Village,X,10,P.S. 095 Sheila Mencher,2013,1329,46.8,53.2,7.5,18.5,68.2,1.6,4.1,18.2,19.6,100.0,180.0,90.87,9.05,0.0,192.15,192.8,49.30889999999999
Bronx,10X118,East Tremont,X,10,J.H.S. 118 William W. Niles,2013,1201,49.2,50.8,11.7,22.7,61.9,0.7,3.0,19.5,11.6,93.0,179.0,91.45,8.55,0.0,203.35,203.65,55.06720000000001
Bronx,10X141,Fieldston-Riverdale,X,10,Riverdale / Kingsbridge Academy (Middle School / H,2013,1355,46.6,53.4,8.0,11.6,53.4,0.6,26.4,19.5,5.3,56.9,180.0,87.53,7.69,4.71,208.75,206.3,62.525600000000004
Bronx,10X206,Kingsbridge Heights,X,10,I.S. 206 Ann Mersereau,2013,307,45.9,54.1,1.3,12.1,85.7,0.0,1.0,21.8,32.6,100.0,180.0,90.58,9.09,0.0,173.50000000000003,171.70000000000005,25.0641
Bronx,10X225,Mount Hope,X,10,Theatre Arts Production Company School,2013,581,67.5,32.5,1.2,28.2,68.0,1.5,1.0,22.0,5.5,100.0,179.0,85.31,9.97,4.55,186.35,187.95,45.760699999999986
Bronx,10X228,Fordham South,X,10,Jonas Bronck Academy,2013,258,61.2,38.8,7.0,18.2,69.4,1.6,3.9,20.2,4.7,88.8,180.0,97.65,2.35,0.0,205.0,204.8,47.85629999999998
Bronx,10X243,Belmont,X,10,West Bronx Academy for the Future,2013,611,45.3,54.7,2.8,21.4,73.2,0.8,1.8,25.4,13.9,93.3,178.0,84.16,10.89,4.62,175.55,183.8,41.72080000000001
Bronx,10X244,Van Cortlandt Village,X,10,The New School for Leadership and Journalism,2013,781,49.9,50.1,2.4,11.4,82.8,0.4,2.9,23.7,24.2,94.9,180.0,93.1,6.9,0.0,198.65,194.4,29.9987
Bronx,10X254,Belmont,X,10,I.S. 254,2013,434,44.2,55.8,2.5,20.0,76.3,0.5,0.7,26.7,33.2,100.0,180.0,91.32,8.68,0.0,182.9,170.15,37.71319999999999
Bronx,10X279,Mount Hope,X,10,"P.S. 279 Captain Manuel Rivera, Jr.",2013,1049,50.7,49.3,4.3,15.5,79.3,0.7,0.2,19.0,29.2,96.2,180.0,91.74,8.17,0.0,176.5,175.89999999999995,34.52240000000002
Bronx,10X280,Norwood,X,10,P.S./M.S. 280 Mosholu Parkway,2013,872,47.4,52.6,12.8,9.5,71.6,0.2,5.8,23.4,16.2,94.5,180.0,92.41,7.47,0.0,194.25,196.3,45.8567
Bronx,10X315,Fordham South,X,10,P.S. 315 Lab School,2013,266,49.6,50.4,0.4,16.5,80.1,1.9,1.1,23.7,16.9,95.9,178.0,93.56,6.06,0.0,197.9,193.05,33.06760000000002
Bronx,10X331,Morris Heights,X,10,The Bronx School of Young Leaders,2013,386,47.7,52.3,1.3,23.1,74.9,0.3,0.5,23.3,22.8,100.0,180.0,93.83,6.17,0.0,170.70000000000005,176.09999999999997,38.54349999999997
Bronx,10X342,Van Cortlandt Village,X,10,International School for Liberal Arts,2013,543,49.5,50.5,0.0,0.2,99.4,0.2,0.2,8.1,74.0,98.0,180.0,84.4,10.34,5.26,175.40000000000003,169.6,1.195199999999974
Bronx,10X363,Fordham South,X,10,Academy For Personal Leadership And Excellence,2013,399,44.9,55.1,3.0,15.8,79.2,0.8,1.3,21.1,35.3,96.7,178.0,91.27,8.73,0.0,162.85,170.25,34.663900000000005
Bronx,10X368,Spuyten Duyvil-Kingsbridge,X,10,In-Tech Academy (M.S. / High School 368),2013,1036,48.9,51.1,3.2,11.0,82.0,0.9,2.9,17.4,13.8,90.0,180.0,88.39,6.58,4.93,177.15,183.6,31.35540000000001
Bronx,10X390,University Heights,X,10,M.S. 390,2013,403,50.4,49.6,0.2,19.4,79.9,0.0,0.5,23.8,28.5,97.5,180.0,93.19,6.81,0.0,177.95000000000005,177.35000000000005,32.39339999999999
Bronx,10X391,Mount Hope,X,10,The Angelo Patri Middle School,2013,575,44.2,55.8,0.7,25.6,73.0,0.2,0.5,25.9,31.1,100.0,180.0,89.27,10.73,0.0,164.70000000000005,169.65,40.14860000000001
Bronx,10X447,Fordham South,X,10,Creston Academy,2013,471,54.4,45.6,1.1,13.2,84.9,0.0,0.8,18.9,34.6,98.3,178.0,91.51,8.28,0.0,185.0,173.8,26.15899999999999
Bronx,10X459,Fordham South,X,10,East Fordham Academy for the Arts,2013,356,48.9,51.1,2.2,14.9,81.5,0.0,1.4,20.8,23.3,97.8,178.0,91.41,8.59,0.0,177.70000000000005,180.55,31.2894
