BN,School_Year,Curr_1,Pedagogy_1,Assessment_1,PosLearningEnv_2,HighExpect_2,LeveragingResources_3,GoalsActionPlans_3,TeacSuppSupervision_3,TeachTeamsLeaderDevelop_3,MonitoringRevisingSystems_3,Ave_1_InstructionalCore,Ave_2_SchoolCulture,Ave_3_SysForImprovement
R034,2015,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
Q232,2015,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
M114,2015,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
K595,2015,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
K543,2015,1.0,2.0,2.0,,1.0,,,,1.0,,1.67,1.0,1.0
K201,2015,1.0,2.0,1.0,,1.0,,,,1.0,,1.33,1.0,1.0
Q157,2015,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
X237,2015,1.0,2.0,2.0,,1.0,,,,2.0,,1.67,1.0,2.0
Q203,2015,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
K351,2015,3.0,3.0,3.0,,2.0,,,,2.0,,3.0,2.0,2.0
M051,2015,2.0,1.0,2.0,,1.0,,,,1.0,,1.67,1.0,1.0
K636,2015,2.0,3.0,2.0,,3.0,,,,2.0,,2.33,3.0,2.0
K006,2015,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
X032,2015,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
Q028,2015,2.0,2.0,1.0,,1.0,,,,2.0,,1.67,1.0,2.0
K449,2015,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
R035,2015,1.0,2.0,1.0,,1.0,,,,1.0,,1.33,1.0,1.0
M212,2015,1.0,2.0,1.0,,1.0,,,,1.0,,1.33,1.0,1.0
M427,2015,2.0,2.0,2.0,,2.0,,,,2.0,,2.0,2.0,2.0
K376,2015,1.0,2.0,2.0,,1.0,,,,1.0,,1.67,1.0,1.0
M685,2015,3.0,3.0,3.0,,3.0,,,,3.0,,3.0,3.0,3.0
K158,2015,2.0,2.0,2.0,,1.0,,,,2.0,,2.0,1.0,2.0
K029,2015,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
Q215,2015,2.0,3.0,2.0,,2.0,,,,2.0,,2.33,2.0,2.0
M126,2015,1.0,1.0,2.0,,1.0,,,,1.0,,1.33,1.0,1.0
Q046,2015,1.0,2.0,1.0,,1.0,,,,1.0,,1.33,1.0,1.0
K495,2015,3.0,3.0,3.0,,2.0,,,,2.0,,3.0,2.0,2.0
K211,2015,1.0,2.0,2.0,,2.0,,,,2.0,,1.67,2.0,2.0
Q161,2015,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
M859,2015,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
K671,2015,2.0,2.0,2.0,,1.0,,,,2.0,,2.0,1.0,2.0
R009,2015,1.0,2.0,1.0,,1.0,,,,1.0,,1.33,1.0,1.0
Q095,2015,1.0,2.0,1.0,,1.0,,,,1.0,,1.33,1.0,1.0
K253,2015,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
K644,2015,2.0,2.0,2.0,,1.0,,,,2.0,,2.0,1.0,2.0
K599,2015,2.0,2.0,2.0,,1.0,,,,2.0,,2.0,1.0,2.0
M137,2015,2.0,3.0,3.0,,2.0,,,,2.0,,2.67,2.0,2.0
Q191,2015,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
K098,2015,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
Q233,2015,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
X056,2015,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
K170,2015,1.0,1.0,2.0,,1.0,,,,1.0,,1.33,1.0,1.0
X204,2015,1.0,2.0,1.0,,2.0,,,,1.0,,1.33,2.0,1.0
K544,2015,3.0,3.0,3.0,,2.0,,,,2.0,,3.0,2.0,2.0
K069,2015,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
M452,2015,1.0,2.0,2.0,,1.0,,,,1.0,,1.67,1.0,1.0
M343,2015,1.0,2.0,2.0,,1.0,,,,2.0,,1.67,1.0,2.0
K673,2015,1.0,1.0,2.0,,1.0,,,,1.0,,1.33,1.0,1.0
Q209,2015,1.0,2.0,1.0,,2.0,,,,1.0,,1.33,2.0,1.0
K247,2015,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
K363,2015,2.0,3.0,2.0,,2.0,,,,2.0,,2.33,2.0,2.0
K065,2015,1.0,2.0,1.0,,1.0,,,,1.0,,1.33,1.0,1.0
M462,2015,2.0,2.0,2.0,,2.0,,,,2.0,,2.0,2.0,2.0
M527,2015,1.0,2.0,2.0,,1.0,,,,2.0,,1.67,1.0,2.0
M178,2015,2.0,2.0,1.0,,1.0,,,,1.0,,1.67,1.0,1.0
K627,2015,1.0,2.0,1.0,,1.0,,,,1.0,,1.33,1.0,1.0
K439,2015,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
K176,2015,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
Q188,2015,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
M412,2015,1.0,1.0,2.0,,1.0,,,,1.0,,1.33,1.0,1.0
Q244,2015,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
Q199,2015,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
M514,2015,3.0,3.0,2.0,,2.0,,,,2.0,,2.67,2.0,2.0
K557,2015,1.0,2.0,2.0,,1.0,,,,2.0,,1.67,1.0,2.0
K326,2015,1.0,2.0,1.0,,1.0,,,,1.0,,1.33,1.0,1.0
K095,2015,1.0,2.0,1.0,,1.0,,,,1.0,,1.33,1.0,1.0
X337,2015,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
K748,2015,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
X519,2015,2.0,3.0,3.0,,2.0,,,,2.0,,2.67,2.0,2.0
X209,2015,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
Q159,2015,1.0,2.0,1.0,,1.0,,,,1.0,,1.33,1.0,1.0
Q113,2015,2.0,1.0,2.0,,1.0,,,,2.0,,1.67,1.0,2.0
K385,2015,3.0,3.0,3.0,,2.0,,,,2.0,,3.0,2.0,2.0
K321,2015,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
X696,2015,1.0,1.0,2.0,,1.0,,,,1.0,,1.33,1.0,1.0
K373,2015,1.0,2.0,1.0,,1.0,,,,1.0,,1.33,1.0,1.0
K563,2015,1.0,2.0,1.0,,1.0,,,,1.0,,1.33,1.0,1.0
K257,2015,2.0,2.0,2.0,,1.0,,,,2.0,,2.0,1.0,2.0
K639,2015,2.0,3.0,3.0,,3.0,,,,2.0,,2.67,3.0,2.0
M469,2015,3.0,3.0,3.0,,2.0,,,,2.0,,3.0,2.0,2.0
Q328,2015,2.0,2.0,2.0,,1.0,,,,1.0,,2.0,1.0,1.0
M381,2015,2.0,2.0,1.0,,2.0,,,,1.0,,1.67,2.0,1.0
K572,2015,1.0,2.0,1.0,,1.0,,,,1.0,,1.33,1.0,1.0
Q167,2015,1.0,2.0,2.0,,1.0,,,,1.0,,1.67,1.0,1.0
M047,2015,1.0,2.0,2.0,,1.0,,,,1.0,,1.67,1.0,1.0
K058,2015,1.0,2.0,2.0,,1.0,,,,1.0,,1.67,1.0,1.0
Q066,2015,1.0,2.0,1.0,,1.0,,,,1.0,,1.33,1.0,1.0
K167,2015,2.0,3.0,3.0,,2.0,,,,2.0,,2.67,2.0,2.0
X459,2015,2.0,3.0,2.0,,2.0,,,,2.0,,2.33,2.0,2.0
X221,2015,1.0,2.0,1.0,,1.0,,,,1.0,,1.33,1.0,1.0
X071,2015,2.0,1.0,2.0,,1.0,,,,1.0,,1.67,1.0,1.0
M625,2015,3.0,3.0,2.0,,2.0,,,,2.0,,2.67,2.0,2.0
X050,2015,3.0,3.0,2.0,,2.0,,,,2.0,,2.67,2.0,2.0
Q525,2015,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
Q130,2015,2.0,2.0,1.0,,1.0,,,,1.0,,1.67,1.0,1.0
X250,2015,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
M319,2015,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
X432,2015,3.0,3.0,2.0,,1.0,,,,2.0,,2.67,1.0,2.0
R053,2015,1.0,2.0,1.0,,1.0,,,,1.0,,1.33,1.0,1.0
Q323,2015,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
Q221,2015,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
M692,2015,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
Q032,2015,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
K558,2015,1.0,2.0,2.0,,1.0,,,,1.0,,1.67,1.0,1.0
K534,2015,2.0,3.0,2.0,,2.0,,,,2.0,,2.33,2.0,2.0
K102,2015,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
K147,2015,2.0,2.0,1.0,,1.0,,,,1.0,,1.67,1.0,1.0
R605,2015,1.0,2.0,1.0,,1.0,,,,1.0,,1.33,1.0,1.0
Q235,2015,2.0,1.0,2.0,,1.0,,,,2.0,,1.67,1.0,2.0
K259,2015,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
M542,2015,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
K131,2015,1.0,2.0,1.0,,1.0,,,,1.0,,1.33,1.0,1.0
M255,2015,1.0,2.0,2.0,,1.0,,,,1.0,,1.67,1.0,1.0
K330,2015,2.0,3.0,2.0,,2.0,,,,2.0,,2.33,2.0,2.0
K174,2015,3.0,3.0,3.0,,2.0,,,,2.0,,3.0,2.0,2.0
Q041,2015,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
K295,2015,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
M410,2015,2.0,3.0,2.0,,2.0,,,,2.0,,2.33,2.0,2.0
M421,2015,2.0,2.0,2.0,,1.0,,,,1.0,,2.0,1.0,1.0
M009,2015,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
K392,2015,2.0,2.0,2.0,,1.0,,,,2.0,,2.0,1.0,2.0
Q071,2015,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
Q530,2015,2.0,1.0,2.0,,1.0,,,,1.0,,1.67,1.0,1.0
K046,2015,2.0,2.0,2.0,,1.0,,,,1.0,,2.0,1.0,1.0
Q106,2015,2.0,3.0,3.0,,2.0,,,,2.0,,2.67,2.0,2.0
Q284,2015,1.0,2.0,2.0,,1.0,,,,2.0,,1.67,1.0,2.0
K127,2015,2.0,2.0,1.0,,1.0,,,,1.0,,1.67,1.0,1.0
X276,2016,2.0,2.0,2.0,,1.0,,,,2.0,,2.0,1.0,2.0
K618,2016,1.0,2.0,1.0,,1.0,,,,1.0,,1.33,1.0,1.0
M442,2016,2.0,1.0,1.0,,1.0,,,,2.0,,1.33,1.0,2.0
Q115,2016,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
Q051,2016,1.0,1.0,1.0,,1.0,,,,2.0,,1.0,1.0,2.0
M007,2016,2.0,2.0,1.0,,2.0,,,,2.0,,1.67,2.0,2.0
Q129,2016,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
Q086,2016,1.0,2.0,2.0,,1.0,,,,1.0,,1.67,1.0,1.0
R045,2016,1.0,2.0,1.0,,1.0,,,,1.0,,1.33,1.0,1.0
Q505,2016,1.0,1.0,2.0,,1.0,,,,2.0,,1.33,1.0,2.0
K643,2016,2.0,2.0,2.0,,1.0,,,,2.0,,2.0,1.0,2.0
M655,2016,3.0,3.0,3.0,,3.0,,,,2.0,,3.0,3.0,2.0
M040,2016,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
M185,2016,2.0,2.0,2.0,,1.0,,,,2.0,,2.0,1.0,2.0
Q217,2016,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
X145,2016,3.0,3.0,3.0,,3.0,,,,3.0,,3.0,3.0,3.0
X692,2016,2.0,3.0,3.0,,3.0,,,,2.0,,2.67,3.0,2.0
K311,2016,2.0,2.0,2.0,,2.0,,,,2.0,,2.0,2.0,2.0
X811,2016,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
K164,2016,1.0,2.0,2.0,,1.0,,,,1.0,,1.67,1.0,1.0
Q350,2016,1.0,2.0,2.0,,1.0,,,,1.0,,1.67,1.0,1.0
Q021,2016,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
X162,2016,1.0,2.0,2.0,,2.0,,,,2.0,,1.67,2.0,2.0
Q016,2016,1.0,2.0,1.0,,1.0,,,,2.0,,1.33,1.0,2.0
Q227,2016,1.0,1.0,2.0,,1.0,,,,1.0,,1.33,1.0,1.0
K633,2016,1.0,2.0,2.0,,2.0,,,,2.0,,1.67,2.0,2.0
K506,2016,1.0,2.0,2.0,,1.0,,,,1.0,,1.67,1.0,1.0
X437,2016,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
R065,2016,2.0,2.0,2.0,,1.0,,,,2.0,,2.0,1.0,2.0
M507,2016,1.0,2.0,1.0,,1.0,,,,1.0,,1.33,1.0,1.0
M041,2016,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
K195,2016,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
Q303,2016,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
M294,2016,1.0,2.0,1.0,,1.0,,,,1.0,,1.33,1.0,1.0
X388,2016,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
Q121,2016,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
R075,2016,1.0,2.0,1.0,,1.0,,,,2.0,,1.33,1.0,2.0
M006,2016,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
Q295,2016,2.0,2.0,2.0,,1.0,,,,2.0,,2.0,1.0,2.0
M291,2016,1.0,1.0,1.0,,1.0,,,,2.0,,1.0,1.0,2.0
K122,2016,2.0,2.0,2.0,,1.0,,,,2.0,,2.0,1.0,2.0
Q196,2016,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
M407,2016,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
X343,2016,2.0,2.0,1.0,,2.0,,,,1.0,,1.67,2.0,1.0
R080,2016,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
M378,2016,1.0,1.0,1.0,,1.0,,,,2.0,,1.0,1.0,2.0
Q096,2016,1.0,2.0,1.0,,1.0,,,,2.0,,1.33,1.0,2.0
R006,2016,1.0,2.0,1.0,,1.0,,,,1.0,,1.33,1.0,1.0
K393,2016,2.0,3.0,2.0,,2.0,,,,3.0,,2.33,2.0,3.0
K212,2016,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
M862,2016,1.0,2.0,1.0,,1.0,,,,1.0,,1.33,1.0,1.0
Q101,2016,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
K584,2016,2.0,3.0,3.0,,3.0,,,,3.0,,2.67,3.0,3.0
K222,2016,1.0,2.0,2.0,,1.0,,,,2.0,,1.67,1.0,2.0
Q047,2016,1.0,1.0,2.0,,1.0,,,,1.0,,1.33,1.0,1.0
K185,2016,1.0,2.0,2.0,,1.0,,,,1.0,,1.67,1.0,1.0
M367,2016,3.0,3.0,2.0,,2.0,,,,2.0,,2.67,2.0,2.0
K039,2016,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
Q201,2016,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
K632,2016,2.0,2.0,2.0,,2.0,,,,2.0,,2.0,2.0,2.0
R373,2016,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
Q585,2016,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
K483,2016,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
Q012,2016,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
K101,2016,1.0,2.0,1.0,,1.0,,,,1.0,,1.33,1.0,1.0
Q721,2016,1.0,1.0,2.0,,1.0,,,,1.0,,1.33,1.0,1.0
K196,2016,1.0,2.0,2.0,,1.0,,,,1.0,,1.67,1.0,1.0
Q005,2016,2.0,2.0,1.0,,2.0,,,,1.0,,1.67,2.0,1.0
K577,2016,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
Q229,2016,1.0,2.0,1.0,,1.0,,,,1.0,,1.33,1.0,1.0
X529,2016,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
K586,2016,2.0,2.0,2.0,,2.0,,,,2.0,,2.0,2.0,2.0
K245,2016,2.0,2.0,2.0,,1.0,,,,2.0,,2.0,1.0,2.0
K025,2016,2.0,2.0,2.0,,2.0,,,,2.0,,2.0,2.0,2.0
K160,2016,1.0,2.0,2.0,,1.0,,,,1.0,,1.67,1.0,1.0
M134,2016,2.0,2.0,2.0,,1.0,,,,2.0,,2.0,1.0,2.0
X223,2016,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
R005,2016,1.0,2.0,1.0,,1.0,,,,1.0,,1.33,1.0,1.0
K199,2016,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
M575,2016,2.0,2.0,1.0,,1.0,,,,1.0,,1.67,1.0,1.0
Q169,2016,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
M751,2016,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
M151,2016,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
X100,2016,1.0,1.0,2.0,,2.0,,,,1.0,,1.33,2.0,1.0
Q002,2016,1.0,2.0,1.0,,1.0,,,,1.0,,1.33,1.0,1.0
K005,2016,2.0,2.0,2.0,,2.0,,,,2.0,,2.0,2.0,2.0
M037,2016,2.0,1.0,1.0,,1.0,,,,1.0,,1.33,1.0,1.0
Q301,2016,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
K241,2016,1.0,2.0,1.0,,1.0,,,,1.0,,1.33,1.0,1.0
K026,2016,1.0,1.0,2.0,,1.0,,,,2.0,,1.33,1.0,2.0
K684,2016,1.0,2.0,2.0,,1.0,,,,1.0,,1.67,1.0,1.0
K312,2016,1.0,1.0,1.0,,1.0,,,,2.0,,1.0,1.0,2.0
R025,2016,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
Q811,2016,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
Q031,2016,1.0,2.0,1.0,,1.0,,,,1.0,,1.33,1.0,1.0
K030,2016,1.0,2.0,1.0,,1.0,,,,1.0,,1.33,1.0,1.0
K186,2016,1.0,2.0,1.0,,1.0,,,,1.0,,1.33,1.0,1.0
X522,2016,2.0,3.0,2.0,,2.0,,,,2.0,,2.33,2.0,2.0
X289,2016,2.0,3.0,2.0,,2.0,,,,2.0,,2.33,2.0,2.0
X176,2016,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
K678,2016,2.0,3.0,2.0,,2.0,,,,2.0,,2.33,2.0,2.0
K533,2016,1.0,3.0,2.0,,2.0,,,,2.0,,2.0,2.0,2.0
M463,2016,3.0,3.0,3.0,,2.0,,,,3.0,,3.0,2.0,3.0
K236,2016,2.0,2.0,1.0,,1.0,,,,1.0,,1.67,1.0,1.0
Q094,2016,1.0,2.0,1.0,,1.0,,,,1.0,,1.33,1.0,1.0
M376,2016,1.0,2.0,1.0,,1.0,,,,1.0,,1.33,1.0,1.0
K120,2016,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
M267,2016,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
M171,2016,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
Q018,2016,2.0,2.0,1.0,,1.0,,,,1.0,,1.67,1.0,1.0
K555,2016,1.0,1.0,2.0,,1.0,,,,1.0,,1.33,1.0,1.0
Q670,2016,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
K811,2016,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
Q097,2016,1.0,2.0,2.0,,2.0,,,,2.0,,1.67,2.0,2.0
M131,2016,1.0,2.0,2.0,,1.0,,,,1.0,,1.67,1.0,1.0
R030,2016,2.0,2.0,2.0,,1.0,,,,2.0,,2.0,1.0,2.0
X365,2016,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
K132,2016,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
K448,2016,1.0,2.0,1.0,,1.0,,,,1.0,,1.33,1.0,1.0
Q293,2016,1.0,2.0,2.0,,2.0,,,,1.0,,1.67,2.0,1.0
K191,2016,1.0,2.0,2.0,,1.0,,,,2.0,,1.67,1.0,2.0
K086,2016,1.0,2.0,1.0,,1.0,,,,2.0,,1.33,1.0,2.0
X041,2016,1.0,2.0,1.0,,1.0,,,,1.0,,1.33,1.0,1.0
M167,2016,1.0,2.0,1.0,,1.0,,,,1.0,,1.33,1.0,1.0
K575,2016,2.0,2.0,2.0,,1.0,,,,2.0,,2.0,1.0,2.0
R029,2016,1.0,2.0,2.0,,1.0,,,,2.0,,1.67,1.0,2.0
M188,2016,2.0,2.0,2.0,,1.0,,,,2.0,,2.0,1.0,2.0
K771,2016,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
M650,2017,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.33,2.0,2.4
X433,2017,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.5,2.0
M418,2017,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.67,1.0,2.0
X312,2017,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.6
X329,2017,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.5,1.8
K430,2017,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.33,1.0,1.0
K642,2017,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.67,1.0,1.6
K485,2017,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.67,1.5,1.2
Q495,2017,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.33,1.0,1.6
Q325,2017,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.33,1.0,1.0
Q248,2017,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.5,2.0
X544,2017,2.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.67,1.5,1.8
X550,2017,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.67,3.0,3.0
R051,2017,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.67,2.0,2.2
R044,2017,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.4
R010,2017,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.67,2.0,2.4
Q059,2017,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.5,1.8
K676,2017,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.67,3.0,2.4
X020,2017,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
X110,2017,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.33,2.0,1.4
X302,2017,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.67,1.5,1.8
X161,2017,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.33,2.5,2.6
Q072,2017,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.67,2.0,2.0
K410,2017,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.67,1.0,1.8
K061,2017,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,1.67,1.5,2.4
Q445,2017,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.67,2.0,2.0
K151,2017,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.67,1.0,1.4
K545,2017,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
M002,2017,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.33,2.0,1.8
X548,2017,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.5,1.6
X154,2017,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.33,1.0,1.4
K477,2017,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.67,2.0,2.4
M173,2017,3.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0
M580,2017,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.33,1.5,2.2
M292,2017,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.5,1.8
X331,2017,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.67,1.0,1.6
X413,2017,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.67,2.0,2.2
M020,2017,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.4
K161,2017,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.67,1.5,2.0
K093,2017,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Q197,2017,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.5,1.6
M528,2017,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.67,1.0,1.6
M218,2017,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.67,1.5,2.0
M208,2017,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.5,2.0
M340,2017,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.67,1.0,1.8
Q138,2017,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.67,1.5,1.6
K265,2017,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.33,2.0,2.4
X561,2017,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.2
