BN,School_Year,Curr_1,Pedagogy_1,Assessment_1,PosLearningEnv_2,HighExpect_2,LeveragingResources_3,GoalsActionPlans_3,TeacSuppSupervision_3,TeachTeamsLeaderDevelop_3,MonitoringRevisingSystems_3,Ave_1_InstructionalCore,Ave_2_SchoolCulture,Ave_3_SysForImprovement
K670,2017,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.67,2.0,2.4
K499,2017,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.33,1.5,2.0
X268,2017,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
X213,2017,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,2.0,2.0
X263,2017,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.67,2.0,2.0
M423,2017,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.33,2.0,1.8
K246,2017,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,2.0,2.0
X042,2017,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.5,1.6
K403,2017,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.5,1.8
K240,2017,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.67,3.0,2.8
K690,2017,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.5,2.0
X249,2017,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.5,1.6
X080,2017,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.8
X454,2017,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.33,1.0,1.4
X269,2017,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.67,1.5,2.0
M545,2017,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,1.5,2.2
R049,2017,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.4
K751,2017,2.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.67,2.0,2.0
X372,2017,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.67,2.5,2.0
X314,2017,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.67,3.0,2.2
X118,2017,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.5,2.2
X376,2017,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.4
R078,2017,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.2
Q236,2017,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.5,1.8
X048,2017,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
M422,2017,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.33,1.5,2.2
Q289,2017,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.33,2.0,1.4
X078,2017,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.67,2.0,2.0
X229,2017,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.2
X058,2017,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.8
X557,2017,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.67,1.0,2.0
M513,2017,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.67,1.0,1.8
M369,2017,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,2.0,2.0
X325,2017,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.5,2.2
X126,2017,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,2.0,2.0
Q109,2017,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.67,1.0,1.8
X254,2017,3.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.67,1.0,2.0
X224,2017,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.33,2.0,2.2
M036,2017,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Q302,2017,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.67,1.0,1.4
K328,2017,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
X092,2017,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.5,2.2
X066,2017,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.5,2.0
X061,2017,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0
X543,2017,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,2.0,2.0
X109,2017,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.33,1.0,2.0
X055,2017,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.5,2.0
K145,2017,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.4
Q211,2017,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
K272,2017,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
K548,2017,2.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.33,1.5,1.8
K028,2017,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.5,1.4
X404,2017,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.5,3.0
M015,2017,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.67,1.5,1.6
X194,2017,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.4
Q690,2017,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.5,2.0
Q250,2017,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,2.0,2.0
Q485,2017,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.67,1.5,2.0
K646,2017,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.67,2.0,2.2
K228,2017,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.33,1.0,1.4
K656,2017,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.6
X271,2017,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
X559,2017,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.67,2.5,2.2
X246,2017,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.33,1.5,1.8
K050,2017,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.6
X384,2017,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.67,2.0,2.0
X098,2017,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.5,2.6
Q085,2017,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.5,1.4
Q135,2017,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.5,1.8
K505,2017,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.67,2.0,2.0
K629,2017,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.67,2.0,2.2
K688,2017,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.67,3.0,2.6
X509,2017,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.8
M552,2017,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.5,1.8
M211,2017,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.67,2.0,2.2
M242,2017,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
M288,2017,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.33,2.0,2.4
X479,2017,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.67,2.0,2.2
Q296,2017,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.67,1.0,1.4
K352,2017,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
K266,2017,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.6
X478,2017,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
X284,2017,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.67,2.0,2.2
M377,2017,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.6
M089,2017,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.4
Q008,2017,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Q043,2017,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.67,2.0,2.2
K663,2017,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.5,2.6
K581,2017,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.8
K092,2017,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.67,2.0,2.2
K566,2017,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.67,1.0,1.6
X463,2017,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
M307,2017,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.67,1.5,1.4
X182,2017,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.67,1.5,1.8
R028,2017,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.33,1.5,1.8
K669,2017,2.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.33,1.5,1.6
X046,2017,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.67,2.0,2.0
Q009,2017,2.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.67,1.5,2.2
X231,2017,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.67,1.5,2.2
X001,2017,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.67,2.0,2.2
Q260,2017,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.5,1.6
K150,2017,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.67,2.5,2.4
K345,2017,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.67,2.0,2.2
X006,2017,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
X299,2017,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.67,2.5,2.2
X360,2017,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
K371,2017,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.33,2.0,1.8
Q148,2017,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,2.0,2.0
Q492,2017,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.67,1.0,2.0
Q620,2017,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.4
K540,2017,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.33,1.5,1.8
X524,2017,2.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.33,2.5,1.8
Q356,2017,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.33,2.0,2.6
Q330,2017,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.33,2.0,1.8
K514,2017,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.5,2.0
K598,2017,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
X300,2017,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.5,2.4
X392,2017,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.5,1.8
M403,2017,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.4
X324,2017,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.67,1.0,1.8
Q118,2017,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.67,2.0,2.0
Q038,2017,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.33,2.0,2.8
K225,2017,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.5,1.8
X684,2017,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.33,2.0,1.8
X021,2017,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.67,2.0,2.0
X125,2017,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,2.5,3.6
M680,2017,3.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.67,1.0,1.6
M539,2017,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.67,1.0,1.6
K697,2017,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.67,2.0,2.6
R024,2017,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.5,2.4
Q228,2017,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.67,1.5,1.8
Q124,2017,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.33,2.0,2.2
K194,2017,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.2
X089,2017,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.67,2.0,2.4
M293,2017,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,2.0,2.0
M050,2017,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.5,2.0
M416,2017,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.33,1.0,1.6
K463,2017,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.5,2.4
X525,2017,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.5,2.0
Q017,2017,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.33,2.0,2.2
K216,2017,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
K659,2017,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.5,1.8
K289,2017,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.33,2.0,2.2
K490,2017,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.67,1.0,1.6
X332,2017,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,2.0,2.0
M409,2017,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.67,2.0,1.8
R008,2017,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
Q114,2017,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.67,1.0,1.4
K169,2017,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.67,1.0,1.6
K067,2017,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,2.0,2.0
X030,2017,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,2.0,2.0
X551,2017,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.8
M223,2017,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.67,1.5,2.0
X144,2017,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.67,1.5,1.8
Q480,2017,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.67,1.5,1.4
X321,2017,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.5,2.4
X288,2017,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
X547,2017,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.67,3.0,2.0
X600,2017,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.4
K361,2017,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.5,2.2
Q440,2017,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.6
K539,2017,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.8
X455,2017,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.4
K348,2017,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.2
R004,2017,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.2
K510,2017,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.2
Q140,2017,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.6
K282,2017,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.33,2.0,2.2
X019,2017,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.67,2.0,1.8
X306,2017,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.67,2.0,2.2
M052,2017,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.5,2.4
M087,2017,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.67,1.0,1.2
K273,2017,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,2.0,2.0
X196,2017,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
X265,2017,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,2.5,2.0
X035,2017,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.8
M209,2017,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.8
M197,2017,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.33,1.5,2.0
R002,2017,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.67,2.0,2.4
Q502,2017,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.67,2.0,2.0
Q079,2017,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.67,1.0,1.6
Q068,2017,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.5,2.0
K620,2017,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.67,2.0,2.2
K149,2017,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.33,1.0,1.2
X132,2017,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.33,2.0,2.2
M175,2017,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,2.0,2.0
R003,2017,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.67,2.0,2.0
Q253,2017,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.6
K178,2017,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
X273,2017,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.67,2.0,2.2
X076,2017,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.67,1.0,1.6
M143,2017,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.67,3.0,2.4
M046,2017,2.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,2.67,1.5,2.6
M102,2017,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0
M111,2017,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,2.0,2.0
X195,2017,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
K398,2017,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.67,1.0,1.6
Q300,2017,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.67,1.5,2.4
K600,2017,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.67,2.0,2.0
Q540,2017,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.6
K285,2017,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.2
X682,2017,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.67,1.0,1.8
X381,2017,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,1.5,2.0
M304,2017,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.67,2.0,2.0
M148,2017,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.4
M438,2017,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
M414,2017,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.67,1.5,2.0
K353,2017,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
K309,2017,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.8
Q241,2017,2.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.67,1.5,1.4
K760,2017,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.33,1.5,2.0
K765,2017,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.67,2.0,2.6
X178,2017,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.8
X106,2017,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
X087,2017,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,2.0,2.0
X077,2017,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.8
X473,2017,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,2.0,2.0
X031,2017,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.4
M509,2017,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.2
Q048,2017,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.6
K078,2017,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.67,1.0,1.8
K115,2017,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.33,1.0,2.0
K313,2017,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.5,2.0
X446,2017,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,2.0,2.0
X308,2017,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
X070,2017,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.8
X130,2017,3.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2.2
M182,2017,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,1.5,2.0
Q150,2017,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.5,1.4
K213,2017,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.33,2.0,2.4
Q206,2017,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,2.0,2.0
Q092,2017,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.33,2.0,2.4
Q040,2017,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.5,1.8
Q195,2017,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,2.0,2.0
Q110,2017,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
K188,2017,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.2
X351,2017,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.8
