borough,district,Category,Offense,felony_count
Queens,30,FELONY,MISCELLANEOUS PENAL LAW,593
Queens,30,FELONY,NYS LAWS-UNCLASSIFIED FELONY,16
Queens,30,FELONY,POSSESSION OF STOLEN PROPERTY,39
Queens,30,FELONY,RAPE,95
Queens,30,FELONY,ROBBERY,400
Queens,30,FELONY,SEX CRIMES,84
Queens,30,FELONY,THEFT-FRAUD,148
Queens,31,FELONY,ARSON,1
Queens,32,FELONY,GRAND LARCENY,1
Queens,32,FELONY,ROBBERY,3
Staten island,7,FELONY,FELONY ASSAULT,3
Staten island,31,FELONY,ARSON,33
Staten island,31,FELONY,BURGLARY,281
Staten island,31,FELONY,CHILD ABANDONMENT/NON SUPPORT,1
Staten island,31,FELONY,CRIMINAL MISCHIEF & RELATED OF,498
Staten island,31,FELONY,DANGEROUS DRUGS,212
Staten island,31,FELONY,DANGEROUS WEAPONS,169
Staten island,31,FELONY,ENDAN WELFARE INCOMP,3
Staten island,31,FELONY,FELONY ASSAULT,616
Staten island,31,FELONY,FELONY SEX CRIMES,2
Staten island,31,FELONY,FORGERY,101
Staten island,31,FELONY,GRAND LARCENY,1044
Staten island,31,FELONY,GRAND LARCENY OF MOTOR VEHICLE,177
Staten island,31,FELONY,"HOMICIDE-NEGLIGENT,UNCLASSIFIE",1
Staten island,31,FELONY,KIDNAPPING,2
Staten island,31,FELONY,KIDNAPPING & RELATED OFFENSES,2
Staten island,31,FELONY,MISCELLANEOUS PENAL LAW,878
Staten island,31,FELONY,NYS LAWS-UNCLASSIFIED FELONY,62
Staten island,31,FELONY,OTHER STATE LAWS (NON PENAL LA,11
Staten island,31,FELONY,POSSESSION OF STOLEN PROPERTY,26
Staten island,31,FELONY,RAPE,54
Staten island,31,FELONY,ROBBERY,227
Staten island,31,FELONY,SEX CRIMES,56
Staten island,31,FELONY,THEFT-FRAUD,221
