BN,School_Year,Curr_1,Pedagogy_1,Assessment_1,PosLearningEnv_2,HighExpect_2,LeveragingResources_3,GoalsActionPlans_3,TeacSuppSupervision_3,TeachTeamsLeaderDevelop_3,MonitoringRevisingSystems_3,Ave_1_InstructionalCore,Ave_2_SchoolCulture,Ave_3_SysForImprovement
M332,2018,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.67,2.0,1.6
M363,2018,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.67,1.0,1.2
M458,2018,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.2
M003,2018,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,1.5,2.0
M033,2018,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.33,1.0,1.8
M077,2018,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.33,1.0,1.2
M217,2018,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.33,1.0,1.2
M225,2018,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
M308,2018,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.67,1.0,1.4
M313,2018,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.8
M393,2018,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
M394,2018,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.6
M399,2018,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.67,2.0,2.0
M400,2018,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.67,1.5,1.2
M408,2018,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.6
M411,2018,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.8
M419,2018,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.5,1.4
M432,2018,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
M437,2018,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,2.0,2.0
M519,2018,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
M543,2018,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.67,1.0,1.8
M544,2018,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.8
M546,2018,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.67,1.0,1.2
M550,2018,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.4
M560,2018,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
M565,2018,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.33,1.0,1.4
M586,2018,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.6
M605,2018,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.67,1.5,1.4
M615,2018,2.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,2.33,2.5,2.6
M054,2018,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.33,1.0,1.8
M075,2018,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.67,2.0,1.4
M076,2018,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.67,1.0,1.8
M149,2018,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
M163,2018,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.67,2.0,1.4
M165,2018,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.67,2.0,2.0
M166,2018,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.67,2.0,1.4
M180,2018,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,2.0,2.0
M243,2018,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.6
M299,2018,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0
M333,2018,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.33,1.0,1.8
M402,2018,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.33,1.5,1.2
M415,2018,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.4
M417,2018,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.8
M479,2018,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
M492,2018,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.67,1.0,1.6
M505,2018,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.33,1.0,2.0
M057,2018,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
M096,2018,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.5,2.2
M372,2018,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
M375,2018,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.67,1.0,1.2
M435,2018,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
M497,2018,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.5,3.0
M030,2018,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,2.0,2.0
M123,2018,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.33,2.0,1.8
M194,2018,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.8
M285,2018,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.67,2.0,2.4
M499,2018,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
M670,2018,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.33,1.0,1.6
M004,2018,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,2.0,2.0
M005,2018,2.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.33,1.5,1.6
M008,2018,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.67,1.5,2.0
M018,2018,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.5,1.6
M048,2018,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.4
M115,2018,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
M132,2018,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.8
M152,2018,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.4
M189,2018,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,2.0,2.0
M311,2018,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.67,1.5,1.8
M322,2018,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.5,1.2
M328,2018,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0
M348,2018,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.4
M349,2018,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.8
M468,2018,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.5,1.8
X018,2018,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,2.0,2.0
X043,2018,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.5,1.8
X049,2018,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.33,1.0,1.4
X151,2018,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
X179,2018,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0
X259,2018,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.67,1.0,1.4
X334,2018,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.67,1.0,1.2
X379,2018,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.5,1.8
X527,2018,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.33,1.0,1.6
X075,2018,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.33,1.0,1.6
X101,2018,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.5,1.8
X119,2018,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.5,2.2
X123,2018,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,2.0,2.0
X131,2018,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,2.0,2.0
X146,2018,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,2.0,2.0
X152,2018,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.33,1.5,1.8
X301,2018,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
X320,2018,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,2.0,2.0
X349,2018,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.5,1.4
X375,2018,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
X377,2018,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.6
X405,2018,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,2.0,2.0
X424,2018,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.5,2.2
X467,2018,3.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,1.5,2.8
X530,2018,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.5,1.6
X537,2018,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
X004,2018,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.6
X011,2018,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.67,1.0,1.8
X022,2018,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.8
X053,2018,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.5,1.4
X088,2018,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.6
X117,2018,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,2.0,2.0
X218,2018,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.67,1.5,1.2
X219,2018,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
X227,2018,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.4
X236,2018,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.67,2.5,2.4
X252,2018,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.8
X294,2018,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.67,1.0,1.0
X297,2018,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.67,1.5,1.2
X313,2018,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
X328,2018,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.67,1.5,1.4
X339,2018,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.5,2.0
X350,2018,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.67,2.0,2.2
X403,2018,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.5,1.8
X412,2018,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,2.0,2.0
X443,2018,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.33,1.0,1.4
X449,2018,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.4
X457,2018,3.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,1.5,2.6
X505,2018,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.67,2.0,2.0
X517,2018,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.67,2.0,2.0
X015,2018,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.5,2.0
X024,2018,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
X033,2018,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.67,1.5,1.4
X037,2018,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.33,2.0,1.4
X051,2018,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.33,1.5,1.8
X059,2018,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.67,1.5,1.4
X085,2018,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
X095,2018,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.67,1.5,1.4
X141,2018,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
X205,2018,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.8
X207,2018,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.5,1.6
X225,2018,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.5,1.6
X226,2018,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.67,2.0,1.6
X279,2018,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.67,1.5,1.4
X319,2018,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.2
X342,2018,2.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.67,1.5,1.8
X344,2018,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
X363,2018,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.67,1.5,1.8
X368,2018,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.67,1.0,2.0
X391,2018,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.67,2.0,2.0
X397,2018,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.67,1.5,1.8
X434,2018,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.2
X438,2018,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.5,1.6
X439,2018,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.67,2.0,1.6
X440,2018,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0
X549,2018,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
X565,2018,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.5,1.8
X016,2018,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
X096,2018,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.4
X097,2018,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.67,1.0,1.6
X103,2018,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.5,2.2
X105,2018,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.67,1.0,1.4
X108,2018,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.67,1.0,1.4
X112,2018,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0
X121,2018,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,2.0,2.0
X127,2018,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.5,1.6
X175,2018,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.33,1.0,2.2
X180,2018,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.8
X270,2018,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,2.0,2.0
X275,2018,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.33,1.0,2.0
X290,2018,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.67,1.0,1.6
X357,2018,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.8
X370,2018,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.4
X462,2018,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.67,1.0,2.0
X481,2018,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.2
X483,2018,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.67,1.5,1.2
X514,2018,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.67,1.0,1.6
X532,2018,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
X542,2018,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.6
X545,2018,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.33,1.5,1.0
X556,2018,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.4
X566,2018,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.67,1.0,1.6
X567,2018,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.67,2.0,2.2
X047,2018,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.2
X057,2018,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.67,2.5,2.2
X134,2018,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.67,1.5,1.6
X190,2018,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,2.0,2.0
X211,2018,3.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,2.67,1.5,2.4
X212,2018,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.4
X214,2018,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.67,1.0,1.4
X217,2018,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.33,2.0,1.8
X251,2018,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.5,1.8
X286,2018,1.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.5,1.6
X341,2018,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.33,2.5,2.6
X480,2018,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0
X511,2018,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.67,1.0,1.6
X531,2018,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.33,1.5,1.6
X691,2018,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.67,2.0,2.0
K020,2018,2.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.67,1.5,2.2
K044,2018,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
K056,2018,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.67,2.0,2.2
K113,2018,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
K256,2018,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.67,2.0,2.8
K301,2018,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.67,2.0,2.0
K307,2018,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.8
K412,2018,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.6
K419,2018,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.33,2.0,1.8
K527,2018,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.5,2.6
K605,2018,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.5,2.0
K616,2018,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.33,2.0,2.2
K034,2018,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.33,1.5,1.8
K071,2018,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.5,1.8
K084,2018,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
K110,2018,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.33,1.0,1.6
K297,2018,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.33,1.0,1.8
K474,2018,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.33,1.0,1.8
K478,2018,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.67,1.5,2.0
K610,2018,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.8
K614,2018,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0
K032,2018,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.33,2.0,2.2
K051,2018,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.5,1.6
K088,2018,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
K094,2018,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.33,2.0,2.2
K423,2018,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.67,1.0,1.6
K497,2018,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.67,1.0,1.6
K519,2018,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.67,1.5,2.0
K667,2018,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.4
K821,2018,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.5,2.0
K839,2018,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.67,1.0,2.0
K021,2018,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.33,2.0,2.2
K040,2018,2.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.33,1.0,1.8
K081,2018,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.5,2.4
K262,2018,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
K335,2018,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.5,2.4
K455,2018,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.67,2.0,2.0
K091,2018,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.67,2.0,2.0
K221,2018,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.2
K340,2018,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.4
K375,2018,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
K382,2018,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.33,2.0,1.8
K532,2018,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.67,2.0,1.8
K546,2018,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,1.5,2.4
K547,2018,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,2.0,2.0
K705,2018,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.33,1.5,2.0
K745,2018,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.67,1.0,1.8
